No of indents,Hardness (GPa),Reduced Young Modulus (GPa),Young Modulus (GPa),Stiffness (uN/nm
434,2.64449070572022,313.881179139593,393.42432761769,722.332997789717
435,3.19612782311347,325.609234246653,413.961655840449,681.595595791948
436,3.01565040692515,300.490658681039,370.672741669485,647.564365280441
437,2.79558975614127,354.8424538632,467.804428265083,794.224323711094
438,2.87259380899574,344.203328956895,447.75426404142,760.014263418804
439,2.66884195153557,241.72746174729,278.799395670657,553.743144605074
440,2.63871295239597,114.559645281985,115.832338645595,263.924544411957
441,3.01167780251962,43.5917237098292,41.2375999213143,94.0033150011112
442,2.5458029974236,288.371463311166,350.694000349189,676.370120509425
443,2.40807081492389,324.492674937433,411.981149421115,782.552895342312
444,2.66783746345005,374.005844217006,505.314050855855,856.924535471513
445,2.70771078521688,397.247150182278,553.383305078601,903.450062052831
446,3.04567340498858,350.441069590969,459.444648246069,751.479095825847
447,2.91937904349766,308.66103718721,384.468296804737,676.052924964978
448,2.99195370530626,146.477207126853,152.835707162147,316.909357856054
449,3.16025806708416,118.471891392084,120.244304391881,249.400365137706
450,2.6879228712179,47.6228745739742,45.2164527980409,108.705736526155
451,3.75283336441478,265.486389674203,314.467941155967,512.868124285954
452,4.59794733271496,299.757977698311,369.448642715646,523.158396565368
453,4.9591182278417,316.751351602749,398.396655328714,532.30283614631
454,2.67831486885669,370.949008876477,499.206325445999,848.25526626487
455,2.92017630063072,339.677559751597,439.385628286185,743.886130258746
456,2.56047830294346,364.169138827189,485.830293591744,851.698915743821
457,3.26804412872998,140.69853825545,145.961994090792,291.266269870085
458,3.47249690255219,99.5591572835928,99.2216580191673,199.941978789177
459,4.34755585276518,61.5959825447305,59.2373472493837,110.553629717441
460,2.93541422374028,285.697429231399,346.361635242944,624.042883966013
461,2.3556512701894,282.057271799973,340.507117632337,687.74382728136
462,2.78454867713041,265.549727002445,314.565601406329,595.541951038524
463,3.32156149618522,335.530597081163,431.799542103847,688.976401703239
464,3.09597022413239,363.297214579804,484.126896277768,772.692679503158
465,2.77737508985586,291.370607066007,355.585365503684,654.292714774197
466,3.03063199436458,142.879975595454,148.547499987907,307.148899454729
467,3.49525302041261,100.585690870116,100.34318236699,201.344391508641
468,16.3805580023394,172.195096774718,184.416910814415,159.220579685002
469,2.60584026076476,253.860270145184,296.776535920528,588.522360870492
470,2.19420127916891,250.557087408825,291.83393964913,633.00999809361
471,3.06569256994211,228.61133396201,259.900377781538,488.627916544566
472,2.88417121636483,288.370167050513,350.691893650625,635.45151448386
473,3.33106748341364,315.966922684616,397.034283048311,647.876386387415
474,3.26455054887306,284.049014219848,343.704336739751,588.334996744287
475,3.32961281424574,128.143749728562,131.297191524945,262.810480976253
476,3.05473209712167,112.735486420899,113.786601121303,241.389538354921
477,2.4061406794745,62.7013393217414,60.3619278429312,151.27184239432
478,2.27729454152319,251.755259254931,293.622558033402,624.329084707142
479,2.36213406247605,286.779352567012,348.111275469297,698.295418528273
480,3.73730778050392,459.560216714221,698.335454871781,889.62203429594
481,2.94514778855573,372.161739078835,501.623649909981,811.563600215475
482,2.76361329309169,357.981071814681,473.822837874729,805.869176322742
483,2.55566907246036,356.916791287999,471.776675311108,835.522180509307
484,2.66243620978525,149.971477258077,157.03084427636,343.96361368568
485,3.27715402432412,105.949845320183,106.239735305599,219.026063623958
486,2.14668368676349,34.5167993632834,32.3860644003842,88.1637362844596
487,4.15413891250682,84.9469282701288,83.4926628490012,155.972981116186
488,3.31554351316276,175.535175138875,188.641339078228,360.769315220008
489,2.71973718841173,112.880537274435,113.949006666625,256.15292864247
490,2.66130921674094,135.546883472665,139.900424993462,310.946263470756
491,2.33550590005293,270.349861676625,322.008087433787,662.033764193936
492,3.62176384997788,178.886423791041,192.909232894709,351.77233410078
493,4.42237137460832,84.6777953712329,83.207024522682,150.690504597981
494,3.69896341025986,63.5697096551979,61.2470119610095,123.695379434025
495,2.2839471849147,44.4664014925524,42.0984553406694,110.11139870057
496,2.69504003300625,306.850369391164,381.387831725574,699.498380407902
497,2.3418092487365,302.653568259238,374.298753598375,740.137099050757
498,2.85112497442561,328.689432759509,419.453251337609,728.484913715882
499,2.811244033946,316.830459071091,398.534189925728,707.166464009193
500,2.87598926287086,389.619650165143,537.281767907744,859.785395335175
501,2.6653622448312,327.122218524586,416.653946110996,749.852693286057
502,3.04182925116086,110.32863024546,111.098417834252,236.736534178478
503,4.09862223981517,78.6949047191555,76.8944233301747,145.469080135101
504,3.35320588863622,54.0971617277221,51.6682502163226,110.557411885088
505,3.76642145605079,320.890723953087,405.628712234715,618.778377768863
506,2.45422820110284,309.066194245399,385.159410897173,738.306727207271
507,3.57157079736427,298.485386052368,367.327541367332,591.0676337446
508,3.05423605545161,371.304809574872,499.914754964521,795.100039531694
509,2.73549397171208,324.0596402029,411.214499205428,733.248076777476
510,3.13274979947858,230.45154544337,262.519266555164,487.260728539631
511,3.28766759055177,128.917416198867,132.190412176768,266.080102284071
512,3.20651986659827,107.659470284952,108.131850211886,224.997587641785
513,1.07910889098161,30.8267963739556,28.8281072159638,111.05561217851
514,0.302184138606396,2.08520667704081,1.90099820828573,3.13571713400668
515,0.513093674761031,155.056944334401,163.189217268137,810.095501969548
516,2.15297956830607,408.622885449626,578.016509080709,1042.18550204322
517,2.79221037198344,350.64929302316,459.838051861912,785.311159305545
518,2.92651844487523,320.333834376925,404.651525434531,700.762692568117
519,2.32961814444993,313.132382829699,392.132741519656,767.765920226388
520,2.63624048168593,158.380075759567,167.247721725399,365.049374943235
521,2.80061666117642,135.803963365243,140.20144562429,303.688796481359
522,1.62891582113689,48.5463196866417,46.1320340045584,142.347371706966
523,3.38526058925923,348.386082281069,455.573112800953,708.610359311962
524,2.39458223375681,277.665955695226,333.509853993544,671.506819615906
525,2.49275465733983,235.867327877562,270.288186599976,559.075897949451
526,3.41616907576764,251.847875645211,293.761014483189,509.931935881649
527,3.2366017890754,285.307956490901,345.732873779744,593.490850667667
528,3.42339776005425,217.422942504454,244.201168384139,439.764745559842
529,3.08110489072856,154.221377474373,162.173029170972,328.802579849294
530,24.7349258416246,95.9307761340012,95.2751022599821,72.1846575761408
531,2.01694224602837,43.9898562664883,41.6292713621057,115.917353622366
532,3.02818826002274,283.555453406181,342.910677623552,609.801589250196
533,2.84517846722324,301.204551876342,371.86749489604,668.266620652002
534,2.76492997863414,306.220190119941,380.318833672442,689.18368628526
535,3.02031571062954,332.158796537868,425.688480366236,715.26013762555
536,3.2913256468339,374.498132604612,506.302197365313,772.519089727233
537,2.65376915684137,321.639882100872,406.945360733036,738.895388739508
538,2.94645069242381,151.535301379911,158.917887192282,330.375719602791
539,3.16277400258372,107.640657393113,108.110995265112,226.509661613369
540,2.48187146916433,43.0317366278565,40.6871793397254,102.221704688423
541,2.84196171490792,273.801699979328,327.410732666329,607.814134958189
542,3.26035083948258,332.927712318093,427.07760230514,690.019237342991
543,3.12322158406317,286.405016570934,347.505416743814,606.487188167186
544,2.60408347129813,269.179499291992,320.185955214426,624.248752942282
545,2.868582827674,352.645042643632,463.61916962473,779.196929464052
546,2.86829173554449,333.391503460972,427.916758248415,736.690996094639
547,2.89573996677363,167.102206060787,178.031091903247,367.489852297297
548,3.13092715257995,117.587997947387,119.244572976358,248.696887637099
549,10.8457577439612,122.164087795448,124.439050973589,138.821649678442
550,3.02800262660668,317.988791726862,400.551054012098,683.87797733843
551,2.6624622205357,346.918798945277,452.820985036747,795.663766584981
552,2.71118256706249,324.82772376799,412.574879230265,738.274275830742
553,2.74906428607002,303.056728341578,374.976690159604,684.03198015735
554,3.37364537398432,413.678922370333,589.210724246196,842.863616544921
555,2.27270356966486,247.566361589639,287.390240024065,614.560038982521
556,2.89243450693834,153.17857897943,160.907213314701,337.063361459416
557,3.00289522395373,116.978717629514,118.556444243107,252.62742932247
558,1.58310110884981,46.5961833314235,44.2003109728308,138.592100506486
559,2.69373561777295,279.86667685398,337.007680544114,638.141260539234
560,2.70734748933476,307.482725708197,382.46213865803,699.346331387821
561,2.51160440376784,271.447170419271,323.720914489547,640.993204602701
562,2.93296483872068,241.731566594117,278.805396195091,528.230175485784
563,2.91155918899161,367.425849288047,492.226380976148,805.843397103214
564,2.35479513165183,319.891972206377,403.877117657644,780.134191644525
565,3.10887327392907,163.273796935537,173.274362570391,346.543987715638
566,2.73118055925712,118.169244936992,119.901801188248,267.592536117453
567,1.39847430084724,31.3890010742246,29.3686718469468,99.3329044370567
568,2.12937537212006,-253.505681216204,-188.891537453627,-650.137359998161
569,3.72204449159552,134.264180069913,138.400765435869,260.442621783936
570,3.30981432858795,110.070214646423,110.810539991716,226.418398240793
571,2.64159573242031,137.576804660607,142.28148562451,316.777404327342
572,2.48400242775126,173.545684432138,186.121596430548,412.079302064425
573,3.04622547032454,132.502170018767,136.346920461485,284.108413689846
574,3.47087517975925,73.3165177883267,71.279765271595,147.273715196327
575,3.04081960612724,64.3540076337992,62.047627404251,138.109574101141
576,3.10894485197067,70.6594377703078,68.5266950943678,149.970579387814
577,3.01207935726902,342.958364133188,445.442780115815,739.521861773697
578,2.33680968152915,336.857441732716,434.218290535655,824.662645396226
579,3.09865513303868,303.718299889832,376.090567191278,645.692328397369
580,2.45744871768019,354.958041803126,468.025224735462,847.378157435598
581,2.50807129521658,322.93412794723,409.225652931178,763.11194635133
582,2.88893955628744,205.806494696239,228.296846441168,453.142055830063
583,3.0784365736501,93.7289396256102,92.893459736888,199.918202066671
584,3.22748686748944,101.07273278441,100.876063977106,210.54522370086
585,3.89065719957757,56.4429239628689,54.0247938560356,107.087676390978
586,2.67786168323683,270.620347286431,322.429898782661,618.884494337389
587,2.53227340392706,312.169045695978,390.474511073178,734.138047526763
588,2.4585122225945,386.501113159677,530.79177538003,922.47907983914
589,3.29327355501067,391.362628304205,540.932462414168,807.064058919549
590,2.84584658817704,363.91425059973,485.331949107075,807.30371699928
591,2.93545839705357,298.997947009461,368.181089114667,653.08780789824
592,3.2710891363917,116.886619493802,118.452498386431,241.858813352186
593,4.23076897786707,115.626736760357,117.032407861283,210.374439585585
594,4.75061590772856,45.6939254100521,43.3088899442801,78.4555817093412
595,2.46792938826648,269.818007775985,321.17944266514,642.758643440235
596,2.6466095985704,349.090218500752,456.897434879794,803.03772106492
597,2.12693706685128,397.234106160752,553.355489181574,1019.32225679206
598,2.30804128243262,298.261975367215,366.955827411877,734.713824092691
599,2.71023540827838,333.401572202887,427.934986656178,757.892146555111
600,2.85582403654603,305.973834436364,379.901367036917,677.581136549943
601,3.02515875476976,145.931099927413,152.182713812543,313.992231097746
602,3.53516063127424,96.7302250628635,96.1423100142609,192.531641251437
603,2.89176961947166,56.1857486435758,53.7659412206353,123.64849338775
604,3.38632757026257,288.110327992549,350.269728657368,585.918443692239
605,3.34131078852885,292.680722920813,357.732855553718,599.211358397578
606,2.17290475680911,212.359511040093,237.220040851699,539.130390450277
607,3.34552073974104,373.811334599157,504.923968600032,764.826120139246
608,3.91912454597895,369.367466662194,496.065199277798,698.2465895314
609,2.84111215175187,357.203690775633,472.327718147424,793.076510845082
610,2.81275635566136,152.943286907899,160.621968405227,341.278026227533
611,4.14615231164596,127.885765906284,130.999643553211,235.040814399826
612,2.47181301311165,44.6250530178492,42.2547462755109,106.221770731099
613,3.0564097595469,300.949599030332,371.440580559114,644.216241277198
614,2.86064428606448,327.131328803575,416.670187607064,723.825612958741
615,2.91391706985287,364.240862205134,485.970582104209,798.532492639718
616,2.92245979319707,320.223666386744,404.458367388819,701.007038672743
617,2.69191888083301,353.180316637251,464.636530925576,805.580239701136
618,2.91136160305255,326.20473815388,415.020142859042,715.460497216269
619,3.38644066543668,225.094825816076,254.924997281958,457.758504215252
620,3.10872109632112,127.403970667573,130.444364393513,270.41826503353
621,2.29735412619076,60.9845650918079,58.6162809232343,150.574066269879
622,2.70459076216771,278.827334547434,335.353536352253,634.495610065995
623,2.46684562267583,272.153267313776,324.825361098547,648.463518801231
624,3.65783015031123,330.66211221092,422.992089989732,647.016783986832
625,3.36161409219332,317.509599577662,399.716010603578,648.077648258123
626,2.78004369063601,346.425954663453,451.898842941872,777.548775895905
627,2.71310963894894,425.903983612268,616.927274133214,967.658619219094
628,2.4638768885632,299.806451846206,369.529563546062,714.784985966042
629,2.84735307221881,107.954508795787,108.459012752292,239.422354276801
630,8.73631178791059,114.07519752436,115.288339924747,144.434016418321
631,2.31071415111974,264.843233056986,313.47704912713,652.017604260085
632,3.16123055929466,340.838935827932,441.524160253385,717.401977820403
633,2.55464092579423,345.629892742693,450.411761715256,809.263385187569
634,2.80332883242612,317.46892701564,399.645178820316,709.589902527538
635,3.47429998188228,386.10803972199,529.977531779729,775.206590850961
636,2.21964493913141,289.653860292984,352.781293157431,727.58222700986
637,2.91062362923099,158.667925196673,167.600555350576,348.04890948303
638,2.9414574165413,105.047813266784,105.243923558465,229.21818857458
639,2.08536572630029,57.4430962742306,55.0326525697124,148.863910460237
640,3.2866216335537,311.450868927444,389.240776892422,642.920531382775
641,2.75598201577759,366.596309735178,490.592112671084,826.403258933403
642,2.36995394769491,365.166985491777,487.784364137506,887.698742344532
643,2.79502136197786,259.099790842633,304.692048615993,579.986077433633
644,2.63520129028808,333.186146582448,427.545079605921,768.110289941444
645,3.08822863546217,406.889420514162,574.213840436428,866.495422827894
646,3.13982303493273,126.958426985166,129.931333382448,268.134037679388
647,3.44373330340435,105.347871534393,105.574985673335,212.449586389378
648,2.70187704946517,34.970843804226,32.8254944916571,79.6189396164955
649,2.15690959842596,-99.8749885367658,-83.5981255685667,-254.497631453411
650,2.76789631971279,152.373039309801,159.931217108543,342.748466245998
651,2.66766697038247,121.439842337293,123.613842962589,278.252573223485
652,3.19719982266934,130.004119316461,133.447341030595,272.091756202158
653,2.68959467972378,185.263566220265,201.112944041259,422.755584939249
654,3.33108775981065,131.059279530831,134.670362495386,268.731497386235
655,3.14812591171105,71.9556279485746,69.8680093671889,151.768520013609
656,4.14027537398403,66.4842347544346,64.2280473364555,122.27788643635
657,3.71912917458783,55.7890202758635,53.3668649545118,108.26053327639
658,2.65064073703384,276.49336784808,331.653376295389,635.555237458228
659,2.56224474862411,321.395641932414,406.515844679896,751.40236460896
660,2.13669964720167,383.14133135432,523.859135592441,980.913432634081
661,2.8899391239996,316.964580225277,398.7674301734,697.765242595646
662,4.18887397277201,228.295885709922,259.452503971219,417.43777047716
663,3.33340202060415,271.232594164461,323.38563687539,555.959737167222
664,3.60893562106427,121.836722916546,124.065905595209,240.012185302432
665,2.66433757107636,87.4718408318393,86.1794996356293,200.547837194393
666,3.53880517037419,46.4958693242855,44.1011295105722,92.4974636770564
667,3.44796097108985,295.059206411794,361.648479107067,594.663667577373
668,2.87882641450741,283.529299580456,342.868646919388,625.365267287112
669,3.10868939338945,294.455810965661,360.653056278517,624.991315977764
670,3.13160903521941,339.891616031942,439.779323311759,718.788667974969
671,3.15554879775891,329.996364538566,421.795874979754,695.21025285075
672,2.63373455039439,278.596615080956,334.98687735303,642.439943378692
673,2.96550597765042,112.900633740295,113.971511183819,245.352964774722
674,3.52028047953648,116.384376417332,117.885972914626,232.139444582608
675,3.61614745578836,56.2630051773787,53.8436887841347,110.724177627514
676,2.87201391755793,294.032842394067,359.9561250589,649.301533641925
677,2.94532495203955,335.82946611356,432.34366860378,732.311084253979
678,3.42355125604487,382.610118642563,522.768610567679,773.858464733561
679,2.95731704348534,365.242763536535,487.932963487724,794.833615748301
680,2.70303379022664,319.356195026005,402.939225447408,726.932360085123
681,2.66790417837098,228.46110290884,259.687041126458,523.444870014853
682,2.9569608900955,113.297221047319,114.415798672869,246.57093642671
683,2.79967472140317,102.338544700179,102.263339234153,228.891706223207
684,4.45404680168574,51.6199466298432,49.1906207796114,91.5341690750412
685,2.86096127484782,277.174259034095,332.730774133222,613.253429861339
686,3.02362957786761,311.636461558934,389.559397265474,670.697284904349
687,3.02233180273739,302.060709388944,373.303004871256,650.229809413638
688,3.3795771782688,281.294758288235,339.287003018015,572.629493113939
689,2.77700649954287,313.974411439311,393.585305259417,705.099323396977
690,2.84975985028187,251.868213982115,293.791423029739,558.357140618959
691,3.25518039398066,133.193505950058,137.151907487648,276.27321790919
692,4.20497878505743,128.575057747089,131.794981669872,234.648438747607
693,2.58316524550087,45.6533016306052,43.2687884956271,106.301889577815
694,2.98743490332348,297.884249535861,366.327807319877,644.970484829155
695,2.6403409389749,310.705924329749,387.963301688836,715.585863908535
696,2.93150890302082,313.892453618165,393.44379254705,686.087062697354
697,2.78478232846968,342.227793917185,444.089690661324,767.476882497106
698,2.45481565420171,317.157204936032,399.102541776052,757.545337295558
699,2.45638029342896,256.284595193244,300.42744809865,611.951935072997
700,2.87765097589553,108.609507299663,109.185993422121,239.603389358807
701,2.83053280598285,58.1762575381029,55.7726258473138,129.406048824241
702,3.01498207001558,53.4029683887975,50.9728073140826,115.097724355477
703,3.1678482235812,318.889080598435,402.122521152532,670.501243369467
704,2.52926793026038,320.694247814208,405.283800458194,754.634936791796
705,3.36069635306725,348.170997635082,455.169053191811,710.756561615263
706,2.86734169051138,358.641734362249,475.095797366016,792.616943846703
707,2.9396813082758,378.925443072626,515.245945437574,827.079514168806
708,2.48338519684195,300.301932995095,370.357232491399,713.149236889226
709,2.84028554794997,109.68405721572,110.380623999987,243.559671849981
710,2.73092694973522,104.271819572367,104.388634182833,236.132918014958
711,11.8038251773306,110.746200993774,111.563900137245,120.631703513829
712,2.29066834347828,243.178485289756,280.923923769936,601.294711801327
713,2.76371220677764,318.404285729213,401.27587971267,716.765576652595
714,2.85877927441923,357.402741240772,472.710266604724,791.063593777137
715,3.12512399279001,340.396208727234,440.70820487538,720.60040268479
716,2.54608493589555,325.08209082037,413.025959115758,762.431140913721
717,3.13231121977814,273.712969424925,327.271320348869,578.770346668857
718,3.83105680998914,131.901334446615,135.64820324669,252.193825506935
719,2.89669564718626,125.390963629435,128.130004681318,275.713534253857
720,4.59311535946331,70.2809753344164,68.13566720765,122.723296246148
721,3.22982823296236,282.349372736388,340.97508575493,587.950522974569
722,3.45007114862838,347.391995896092,453.707437286644,699.922870188968
723,3.20361820144206,360.4318761695,478.555794927,753.611220146156
724,3.04106660320496,363.25087699759,484.036477102765,779.53559524379
725,2.54930674328147,356.818804092542,471.588564847713,836.335118428436
726,2.53092049103675,344.572557983283,448.441180476043,810.559767513727
727,2.69867520056085,121.480522480578,123.660163134126,276.742259825659
728,3.61939965754311,102.41977141935,102.352475164129,201.469626102343
