Tue Nov 22 17:26:04 2022

Number of Points = 4300
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.016065	0.000000	0.000008	0.458831

0.117183	-0.097023	0.009997	-0.000014	0.458605
-0.005579	-0.121669	0.019994	0.000009	0.458372
0.061853	-0.214150	0.029990	-0.000004	0.458152
0.111302	-0.290212	0.039987	-0.000013	0.457963
-0.005184	-0.345003	0.049984	0.000008	0.457638
0.166951	-0.483204	0.059981	-0.000024	0.457397
0.051289	-0.513733	0.069978	-0.000002	0.457153
0.027615	-0.577436	0.079974	0.000002	0.456914
-0.086482	-0.605807	0.089971	0.000023	0.456679
-0.036490	-0.718888	0.099968	0.000014	0.456368
-0.055635	-0.787407	0.109965	0.000017	0.456118
-0.088128	-0.845497	0.119962	0.000023	0.455886
-0.173231	-0.883875	0.129958	0.000039	0.455653
0.009240	-1.023480	0.139955	0.000005	0.455419
-0.050323	-1.090678	0.149952	0.000016	0.455122
-0.064873	-1.166112	0.159949	0.000018	0.454854
-0.190605	-1.191865	0.169946	0.000042	0.454612
-0.112255	-1.293888	0.179942	0.000027	0.454372
-0.256905	-1.311701	0.189939	0.000054	0.454132
-0.219821	-1.405257	0.199936	0.000047	0.453868
-0.310739	-1.456782	0.209933	0.000064	0.453584
-0.172545	-1.580754	0.219930	0.000038	0.453345
-0.327527	-1.588236	0.229926	0.000067	0.453126
-0.488152	-1.593417	0.239923	0.000097	0.452908
-0.647698	-1.609510	0.249920	0.000127	0.452654
-0.629251	-1.707491	0.259917	0.000123	0.452351
-0.818250	-1.712276	0.269914	0.000158	0.452098
-0.929149	-1.743622	0.279910	0.000179	0.451854
-1.429233	-1.626755	0.289907	0.000273	0.451615
-1.657269	-1.615675	0.299904	0.000316	0.451365
-1.982094	-1.574570	0.309901	0.000376	0.451094
-2.112007	-1.609890	0.319898	0.000401	0.450812
-2.354000	-1.588714	0.329894	0.000446	0.450578
-2.535026	-1.594398	0.339891	0.000480	0.450331
-2.674676	-1.617183	0.349888	0.000506	0.450078
-2.743182	-1.662686	0.359885	0.000519	0.449840
-3.052433	-1.640522	0.369882	0.000576	0.449523
-3.069533	-1.704895	0.379878	0.000579	0.449286
-3.200406	-1.728874	0.389875	0.000604	0.449040
-3.410300	-1.724145	0.399872	0.000643	0.448790
-3.566571	-1.735458	0.409869	0.000672	0.448555
-3.867584	-1.702945	0.419866	0.000729	0.448283
-3.801593	-1.795566	0.429862	0.000716	0.448055
-4.117391	-1.752324	0.439859	0.000775	0.447800
-4.163219	-1.808633	0.449856	0.000784	0.447553
-4.327738	-1.821243	0.459853	0.000815	0.447301
-4.442181	-1.852595	0.469850	0.000836	0.447050
-4.766961	-1.816999	0.479846	0.000897	0.446758
-4.751055	-1.902969	0.489843	0.000894	0.446488
-4.982345	-1.888264	0.499840	0.000937	0.446243
-4.962260	-1.968543	0.509837	0.000933	0.445998
-5.165473	-1.965097	0.519834	0.000971	0.445751
-5.336678	-1.970779	0.529830	0.001003	0.445513
-5.557925	-1.984030	0.539827	0.001044	0.445186
-5.722488	-1.994394	0.549824	0.001075	0.444941
-6.095047	-1.927146	0.559821	0.001145	0.444693
