Tue Nov 22 16:25:33 2022

Number of Points = 4300
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.063313	0.000000	0.000061	0.457335

0.058348	-0.030358	0.009997	0.000050	0.457098
0.254727	-0.176542	0.019994	0.000013	0.456860
0.194503	-0.226428	0.029990	0.000024	0.456621
0.266543	-0.330994	0.039987	0.000011	0.456365
0.160997	-0.382596	0.049984	0.000031	0.456063
-0.006778	-0.391335	0.059981	0.000062	0.455825
0.033887	-0.476241	0.069978	0.000054	0.455595
0.026862	-0.544975	0.079974	0.000056	0.455359
0.076910	-0.640434	0.089971	0.000046	0.455106
0.091666	-0.735952	0.099968	0.000043	0.454807
0.066527	-0.802705	0.109965	0.000048	0.454555
-0.001081	-0.849181	0.119962	0.000060	0.454316
-0.029274	-0.911352	0.129958	0.000066	0.454074
-0.129302	-0.947215	0.139955	0.000084	0.453830
-0.058190	-1.056392	0.149952	0.000071	0.453557
-0.108400	-1.117489	0.159949	0.000080	0.453290
-0.092164	-1.186304	0.169946	0.000077	0.453082
-0.038215	-1.275334	0.179942	0.000067	0.452854
-0.100021	-1.329616	0.189939	0.000079	0.452595
-0.319882	-1.325168	0.199936	0.000120	0.452334
-0.246440	-1.442903	0.209933	0.000106	0.452034
-0.441556	-1.440000	0.219930	0.000142	0.451798
-0.209281	-1.600636	0.229926	0.000099	0.451554
-0.355081	-1.620308	0.239923	0.000126	0.451305
-0.380554	-1.682509	0.249920	0.000131	0.451065
-0.559440	-1.705139	0.259917	0.000164	0.450764
-0.608981	-1.758503	0.269914	0.000173	0.450523
-0.748949	-1.780226	0.279910	0.000200	0.450274
-0.802702	-1.834320	0.289907	0.000210	0.450025
-1.365496	-1.695434	0.299904	0.000315	0.449779
-1.506221	-1.723083	0.309901	0.000341	0.449508
-1.643436	-1.755271	0.319898	0.000367	0.449227
-1.797454	-1.770768	0.329894	0.000396	0.448980
-1.774967	-1.851627	0.339891	0.000392	0.448737
-1.976879	-1.848120	0.349888	0.000429	0.448493
-2.087618	-1.876714	0.359885	0.000450	0.448256
-2.136863	-1.928777	0.369882	0.000459	0.448019
-2.564173	-1.849481	0.379878	0.000539	0.447743
-2.563950	-1.923419	0.389875	0.000539	0.447494
-2.950884	-1.851724	0.399872	0.000612	0.447244
-3.065896	-1.881883	0.409869	0.000633	0.446996
-3.245604	-1.887217	0.419866	0.000667	0.446750
-3.270625	-1.972194	0.429862	0.000671	0.446431
-3.389752	-1.998347	0.439859	0.000694	0.446191
-3.546156	-2.013341	0.449856	0.000723	0.445941
-3.671630	-2.037654	0.459853	0.000746	0.445699
-3.940807	-2.006536	0.469850	0.000797	0.445460
-4.222086	-1.984527	0.479846	0.000850	0.445176
-4.531034	-1.951336	0.489843	0.000907	0.444893
-4.522932	-2.028590	0.499840	0.000906	0.444642
-4.660629	-2.049737	0.509837	0.000932	0.444394
