Tue Nov 22 17:18:53 2022

Number of Points = 4300
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.095994	0.000000	-0.000012	0.459210

-0.253589	-0.074549	0.009997	0.000035	0.458967
-0.100436	-0.204037	0.019994	0.000006	0.458732
-0.213924	-0.231254	0.029990	0.000027	0.458502
-0.188426	-0.328413	0.039987	0.000022	0.458214
-0.212281	-0.381699	0.049984	0.000027	0.458010
-0.217410	-0.452392	0.059981	0.000028	0.457771
-0.255061	-0.513801	0.069978	0.000035	0.457522
-0.268318	-0.580677	0.079974	0.000037	0.457286
-0.366721	-0.630691	0.089971	0.000055	0.456999
-0.301728	-0.735854	0.099968	0.000043	0.456733
-0.354870	-0.789525	0.109965	0.000053	0.456490
-0.234737	-0.907169	0.119962	0.000030	0.456251
-0.335545	-0.940322	0.129958	0.000049	0.456017
-0.207458	-1.071241	0.139955	0.000025	0.455744
-0.310146	-1.112689	0.149952	0.000044	0.455479
-0.329961	-1.180210	0.159949	0.000048	0.455231
-0.369016	-1.239386	0.169946	0.000055	0.454986
-0.359596	-1.315970	0.179942	0.000053	0.454745
-0.537177	-1.326893	0.189939	0.000086	0.454487
-0.353482	-1.484006	0.199936	0.000052	0.454195
-0.624046	-1.455998	0.209933	0.000102	0.453950
-0.556806	-1.552039	0.219930	0.000089	0.453716
-0.503925	-1.643531	0.229926	0.000079	0.453478
-0.682236	-1.647290	0.239923	0.000113	0.453242
-0.959152	-1.620056	0.249920	0.000165	0.452986
-1.429139	-1.523814	0.259917	0.000253	0.452717
-1.591239	-1.535730	0.269914	0.000283	0.452474
-1.839151	-1.515172	0.279910	0.000329	0.452231
-2.113723	-1.485759	0.289907	0.000381	0.451984
-2.217681	-1.527802	0.299904	0.000400	0.451713
-2.548945	-1.490429	0.309901	0.000462	0.451421
-2.589524	-1.545433	0.319898	0.000470	0.451187
-2.650418	-1.595247	0.329894	0.000481	0.450944
-2.888337	-1.576179	0.339891	0.000525	0.450708
-2.976227	-1.614765	0.349888	0.000542	0.450468
-3.174401	-1.638393	0.359885	0.000579	0.450139
-3.400289	-1.625805	0.369882	0.000621	0.449896
-3.421109	-1.690059	0.379878	0.000625	0.449655
-3.613581	-1.689217	0.389875	0.000661	0.449414
-3.673876	-1.737481	0.399872	0.000672	0.449177
-3.887417	-1.743244	0.409869	0.000712	0.448887
-3.906721	-1.816551	0.419866	0.000716	0.448617
-4.154055	-1.795498	0.429862	0.000762	0.448374
-4.270300	-1.815158	0.439859	0.000783	0.448161
-4.476009	-1.801771	0.449856	0.000822	0.447945
-4.615241	-1.826848	0.459853	0.000848	0.447684
-4.771701	-1.859243	0.469850	0.000877	0.447377
-4.914289	-1.880780	0.479846	0.000904	0.447123
-5.039544	-1.907148	0.489843	0.000927	0.446875
-5.218518	-1.912322	0.499840	0.000961	0.446630
-5.254106	-1.974647	0.509837	0.000967	0.446375
-5.480913	-1.966312	0.519834	0.001010	0.446114
-5.654098	-1.988050	0.529830	0.001042	0.445820
-5.815296	-1.997717	0.539827	0.001072	0.445582
-6.128123	-1.953812	0.549824	0.001131	0.445332
-6.018082	-2.070951	0.559821	0.001110	0.445076
-6.244482	-2.056917	0.569818	0.001152	0.444835
-6.546287	-2.028034	0.579814	0.001209	0.444547
-6.323669	-2.193159	0.589811	0.001167	0.444272
-6.925253	-2.041946	0.599808	0.001280	0.444015
-6.770051	-2.173039	0.609805	0.001250	0.443769
-7.102534	-2.119521	0.619802	0.001313	0.443525
-7.163537	-2.168049	0.629798	0.001324	0.443282
-7.410353	-2.149045	0.639795	0.001370	0.443030
-7.699260	-2.126761	0.649792	0.001424	0.442736
-7.985547	-2.091390	0.659789	0.001478	0.442489
-7.880244	-2.204315	0.669786	0.001458	0.442239
-8.300287	-2.119079	0.679782	0.001537	0.441990
-8.174168	-2.238871	0.689779	0.001513	0.441744
-8.357764	-2.259575	0.699776	0.001547	0.441437
-8.618410	-2.239444	0.709773	0.001596	0.441170
-8.797354	-2.244409	0.719770	0.001629	0.440923
-9.037065	-2.225382	0.729766	0.001674	0.440679
-9.126992	-2.264222	0.739763	0.001691	0.440430
-9.196855	-2.315450	0.749760	0.001704	0.440165
-9.460887	-2.299342	0.759757	0.001753	0.439879
-9.669009	-2.301894	0.769754	0.001792	0.439601
-9.703058	-2.361475	0.779750	0.001799	0.439353
-10.008803	-2.319471	0.789747	0.001856	0.439102
-10.071016	-2.370410	0.799744	0.001867	0.438847
-10.231457	-2.381617	0.809741	0.001897	0.438600
-10.585598	-2.326791	0.819738	0.001964	0.438330
-10.598144	-2.390536	0.829734	0.001966	0.438095
-10.813306	-2.386827	0.839731	0.002006	0.437828
-10.911233	-2.425094	0.849728	0.002024	0.437570
-11.097395	-2.427969	0.859725	0.002059	0.437318
-11.362986	-2.402688	0.869722	0.002109	0.437060
-11.440289	-2.447981	0.879718	0.002123	0.436803
-11.387429	-2.560002	0.889715	0.002113	0.436485
-11.728572	-2.503907	0.899712	0.002177	0.436235
-11.829675	-2.540293	0.909709	0.002196	0.435978
-11.984828	-2.552975	0.919706	0.002225	0.435732
-12.284155	-2.513497	0.929702	0.002281	0.435478
-12.532573	-2.497425	0.939699	0.002327	0.435209
-12.912971	-2.437739	0.949696	0.002399	0.434919
-12.859799	-2.538510	0.959693	0.002389	0.434639
-12.964845	-2.572100	0.969690	0.002408	0.434385
-12.946212	-2.653883	0.979686	0.002405	0.434126
-13.194638	-2.633884	0.989683	0.002451	0.433870
-13.219519	-2.696637	0.999680	0.002456	0.433620
-13.655269	-2.606253	1.009677	0.002537	0.433363
-13.664387	-2.678475	1.019674	0.002539	0.433100
-14.117119	-2.585946	1.029670	0.002624	0.432827
-14.183465	-2.637096	1.039667	0.002636	0.432562
-14.442780	-2.613288	1.049664	0.002684	0.432304
-14.422588	-2.695478	1.059661	0.002681	0.432044
-14.828429	-2.616126	1.069658	0.002757	0.431787
-14.692707	-2.749728	1.079654	0.002731	0.431500
-14.957085	-2.731774	1.089651	0.002780	0.431214
-15.015480	-2.783388	1.099648	0.002791	0.430957
-15.273003	-2.759398	1.109645	0.002839	0.430701
-15.582796	-2.717200	1.119642	0.002897	0.430440
-15.499830	-2.825711	1.129638	0.002882	0.430169
-15.733080	-2.811156	1.139635	0.002925	0.429912
-16.014192	-2.785762	1.149632	0.002978	0.429629
-15.937846	-2.895282	1.159629	0.002964	0.429346
-16.212257	-2.867793	1.169626	0.003015	0.429079
-16.287233	-2.912794	1.179622	0.003029	0.428822
-16.582446	-2.875356	1.189619	0.003084	0.428562
-16.633788	-2.924967	1.199616	0.003094	0.428320
-16.744618	-2.945927	1.209613	0.003114	0.428099
-16.972309	-2.944526	1.219610	0.003157	0.427802
-17.184164	-2.947681	1.229606	0.003197	0.427509
-17.368502	-2.954579	1.239603	0.003231	0.427240
-17.428773	-3.005574	1.249600	0.003242	0.426980
-17.569452	-3.028774	1.259597	0.003268	0.426710
-17.694875	-3.058664	1.269594	0.003292	0.426438
-17.796107	-3.091706	1.279590	0.003311	0.426186
-18.214090	-3.009041	1.289587	0.003389	0.425921
-18.366123	-3.035677	1.299584	0.003417	0.425623
-18.567929	-3.039909	1.309581	0.003455	0.425339
-18.821932	-3.019191	1.319578	0.003503	0.425073
-18.762405	-3.116401	1.329574	0.003491	0.424808
-19.095738	-3.064455	1.339571	0.003554	0.424546
-19.179584	-3.107742	1.349568	0.003569	0.424280
-19.260555	-3.153809	1.359565	0.003585	0.424008
-19.476743	-3.151922	1.369562	0.003625	0.423725
-19.440811	-3.245759	1.379558	0.003618	0.423439
-19.919396	-3.131066	1.389555	0.003708	0.423205
-20.133509	-3.125784	1.399552	0.003748	0.422936
-20.103550	-3.213863	1.409549	0.003742	0.422662
-20.374589	-3.186750	1.419546	0.003793	0.422394
-20.317883	-3.283974	1.429542	0.003782	0.422124
-20.656614	-3.230279	1.439539	0.003845	0.421859
-20.710541	-3.298394	1.449536	0.003855	0.421543
-20.973854	-3.274507	1.459533	0.003905	0.421273
-21.157820	-3.279808	1.469530	0.003939	0.421006
-21.474339	-3.232589	1.479526	0.003998	0.420747
-21.604961	-3.258862	1.489523	0.004023	0.420477
-21.659414	-3.315603	1.499520	0.004033	0.420200
-21.823892	-3.328826	1.509517	0.004064	0.419930
-22.193532	-3.264679	1.519514	0.004133	0.419659
-22.112416	-3.377139	1.529510	0.004117	0.419365
-22.579153	-3.281238	1.539507	0.004205	0.419077
-22.420526	-3.414556	1.549504	0.004175	0.418813
-22.921926	-3.300606	1.559501	0.004269	0.418542
-22.946015	-3.356307	1.569498	0.004273	0.418309
-23.417873	-3.247492	1.579494	0.004362	0.418059
-23.466607	-3.307046	1.589491	0.004371	0.417778
-23.763884	-3.269676	1.599488	0.004426	0.417509
-23.926620	-3.290035	1.609485	0.004457	0.417213
-24.310727	-3.226074	1.619482	0.004529	0.416921
-24.367507	-3.281730	1.629478	0.004539	0.416642
-24.692205	-3.234115	1.639475	0.004600	0.416371
-24.680241	-3.311809	1.649472	0.004598	0.416106
-24.985486	-3.270804	1.659469	0.004655	0.415837
-25.150028	-3.284114	1.669466	0.004686	0.415564
-25.447716	-3.250372	1.679462	0.004741	0.415279
-25.729393	-3.219411	1.689459	0.004794	0.415006
-25.908876	-3.235965	1.699456	0.004828	0.414699
-26.083695	-3.246365	1.709453	0.004860	0.414422
-26.362141	-3.218157	1.719450	0.004912	0.414142
-26.476713	-3.250188	1.729446	0.004934	0.413868
-26.717305	-3.232635	1.739443	0.004979	0.413602
-26.960130	-3.210314	1.749440	0.005024	0.413349
-27.276091	-3.160439	1.759437	0.005083	0.413096
-27.661812	-3.093121	1.769434	0.005156	0.412810
-27.638743	-3.177746	1.779430	0.005151	0.412533
-27.849236	-3.180904	1.789427	0.005190	0.412231
-28.021304	-3.194661	1.799424	0.005223	0.411944
-28.043141	-3.264655	1.809421	0.005227	0.411657
-28.247298	-3.261660	1.819418	0.005265	0.411386
-28.463283	-3.255787	1.829414	0.005305	0.411109
-28.714695	-3.235439	1.839411	0.005352	0.410836
-28.999909	-3.201930	1.849408	0.005406	0.410564
-29.078326	-3.249868	1.859405	0.005420	0.410279
-29.338417	-3.226843	1.869402	0.005469	0.410003
-29.466977	-3.253925	1.879398	0.005493	0.409725
-29.583996	-3.293238	1.889395	0.005515	0.409418
-29.892146	-3.254703	1.899392	0.005572	0.409132
-30.107820	-3.247883	1.909389	0.005613	0.408857
-30.281483	-3.256152	1.919386	0.005645	0.408585
-30.457318	-3.256101	1.929382	0.005678	0.408340
-30.616966	-3.265201	1.939379	0.005708	0.408084
-30.970040	-3.210398	1.949376	0.005774	0.407794
-31.032074	-3.263467	1.959373	0.005785	0.407512
-31.249572	-3.257985	1.969370	0.005826	0.407228
-31.476649	-3.247076	1.979366	0.005869	0.406951
