Tue Nov 22 15:55:04 2022

Number of Points = 4300
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.065452	0.000000	0.000029	0.455756

-0.019891	0.005152	0.009997	0.000033	0.455532
0.012631	-0.080238	0.019994	0.000027	0.455289
-0.077766	-0.121163	0.029990	0.000044	0.455040
-0.010675	-0.218288	0.039987	0.000031	0.454802
-0.072696	-0.290712	0.049984	0.000043	0.454484
-0.129377	-0.339638	0.059981	0.000053	0.454250
-0.068365	-0.436365	0.069978	0.000042	0.454005
0.059307	-0.556938	0.079974	0.000018	0.453764
-0.192327	-0.532321	0.089971	0.000065	0.453530
-0.033669	-0.678256	0.099968	0.000035	0.453243
0.003731	-0.758628	0.109965	0.000028	0.453023
-0.170096	-0.766190	0.119962	0.000061	0.452779
-0.121324	-0.860580	0.129958	0.000052	0.452525
-0.054239	-0.956477	0.139955	0.000039	0.452290
-0.126213	-1.011067	0.149952	0.000053	0.452017
-0.187851	-1.073046	0.159949	0.000064	0.451732
-0.220983	-1.135238	0.169946	0.000070	0.451482
-0.382772	-1.146996	0.179942	0.000101	0.451239
-0.114827	-1.320058	0.189939	0.000051	0.450998
-0.129131	-1.386828	0.199936	0.000053	0.450756
-0.085806	-1.489882	0.209933	0.000045	0.450465
-0.252791	-1.506513	0.219930	0.000076	0.450198
-0.218542	-1.592456	0.229926	0.000070	0.449953
-0.289644	-1.639566	0.239923	0.000083	0.449705
-0.313925	-1.703121	0.249920	0.000088	0.449461
-0.373821	-1.758024	0.259917	0.000099	0.449200
-0.090277	-1.954960	0.269914	0.000046	0.448898
-0.183623	-1.990710	0.279910	0.000063	0.448659
-0.282267	-2.024644	0.289907	0.000082	0.448420
-0.236567	-2.108707	0.299904	0.000073	0.448195
-0.351935	-2.124012	0.309901	0.000095	0.447996
-0.464162	-2.174984	0.319898	0.000116	0.447682
-0.221955	-2.343483	0.329894	0.000071	0.447421
-0.293302	-2.390269	0.339891	0.000084	0.447173
-0.380568	-2.429540	0.349888	0.000100	0.446929
-0.366719	-2.508299	0.359885	0.000098	0.446680
-0.488341	-2.539358	0.369882	0.000121	0.446420
-0.429060	-2.651924	0.379878	0.000109	0.446115
-0.479963	-2.704901	0.389875	0.000119	0.445871
-0.342128	-2.828963	0.399872	0.000093	0.445626
-0.453461	-2.859769	0.409869	0.000114	0.445380
-0.506323	-2.915561	0.419866	0.000124	0.445123
-0.414754	-3.027320	0.429862	0.000107	0.444861
-0.396845	-3.121333	0.439859	0.000103	0.444564
-0.346376	-3.212827	0.449856	0.000094	0.444318
-0.304813	-3.303310	0.459853	0.000086	0.444064
-0.413716	-3.335167	0.469850	0.000107	0.443816
-0.488906	-3.379265	0.479846	0.000121	0.443569
-0.473963	-3.463891	0.489843	0.000118	0.443300
-0.585170	-3.495257	0.499840	0.000139	0.443050
-0.758780	-3.504793	0.509837	0.000171	0.442795
-0.422875	-3.706214	0.519834	0.000108	0.442540
-0.380069	-3.795392	0.529830	0.000100	0.442291
-0.481196	-3.832256	0.539827	0.000119	0.442034
-0.626578	-3.857123	0.549824	0.000146	0.441762
-0.747577	-3.898834	0.559821	0.000169	0.441463
-0.796602	-3.953169	0.569818	0.000178	0.441214
-0.752259	-4.043209	0.579814	0.000170	0.440963
-0.772686	-4.105834	0.589811	0.000174	0.440722
-0.636034	-4.228930	0.599808	0.000148	0.440477
