Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-2.057129	0.896404	0.000000	-0.032454	1.139928
0.000000	4.648012	0.005005	-0.032841	1.145670
1.819611	9.468360	0.010010	-0.033184	1.152622
3.439404	15.345825	0.015014	-0.033489	1.160767
4.827399	21.365809	0.020019	-0.033751	1.168926
6.119764	27.453797	0.025024	-0.033995	1.177068
7.213326	33.523395	0.030029	-0.034202	1.185042
8.245621	39.586236	0.035034	-0.034397	1.192926
9.114307	45.655361	0.040038	-0.034562	1.200694
9.819303	51.743161	0.045043	-0.034696	1.208361
10.731641	57.721381	0.050048	-0.034868	1.215940
11.498739	63.803669	0.055053	-0.035014	1.223532
12.245489	69.820022	0.060058	-0.035155	1.230989
13.015813	75.861258	0.065062	-0.035301	1.238442
13.518541	81.936005	0.070067	-0.035397	1.245774
14.295613	87.926149	0.075072	-0.035544	1.253081
14.961408	93.982122	0.080077	-0.035671	1.260375
15.541282	100.017667	0.085082	-0.035781	1.267567
16.044251	106.067464	0.090086	-0.035877	1.274702
16.678022	112.090010	0.095091	-0.035997	1.281821
17.276906	118.111897	0.100096	-0.036111	1.288885
17.902379	124.138376	0.105101	-0.036230	1.295926
18.377175	130.231424	0.110106	-0.036321	1.302942
18.935911	136.229585	0.115110	-0.036427	1.309849
19.323748	142.252598	0.120115	-0.036501	1.316679
20.009141	148.242340	0.125120	-0.036631	1.323555
20.403789	154.304467	0.130125	-0.036707	1.330359
20.949435	160.323033	0.135130	-0.036811	1.337141
21.541008	166.328690	0.140134	-0.036923	1.343892
22.168521	172.355671	0.145139	-0.037043	1.350646
22.610303	178.387576	0.150144	-0.037127	1.357300
23.271073	184.419778	0.155149	-0.037253	1.364006
23.818548	190.431028	0.160154	-0.037357	1.370613
24.327931	196.486396	0.165158	-0.037454	1.377220
24.761276	202.518817	0.170163	-0.037537	1.383743
25.275179	208.517792	0.175168	-0.037635	1.390230
25.961201	214.504056	0.180173	-0.037765	1.396738
26.358827	220.594462	0.185178	-0.037841	1.403216
26.796787	226.607322	0.190182	-0.037925	1.409599
27.144795	232.640527	0.195187	-0.037991	1.415941
27.676828	238.641685	0.200192	-0.038093	1.422290
28.166499	244.671739	0.205197	-0.038186	1.428623
28.570453	250.695597	0.210202	-0.038263	1.434892
29.153757	256.703498	0.215206	-0.038374	1.441182
29.591964	262.735419	0.220211	-0.038458	1.447416
29.990540	268.775862	0.225216	-0.038534	1.453617
30.279022	274.813077	0.230221	-0.038590	1.459749
30.692645	280.808752	0.235226	-0.038669	1.465859
31.069560	286.823675	0.240230	-0.038741	1.471950
31.603264	292.848988	0.245235	-0.038843	1.478080
31.978004	298.867242	0.250240	-0.038915	1.484123
32.387616	304.897887	0.255245	-0.038993	1.490165
32.787783	310.905452	0.260250	-0.039070	1.496157
33.409470	316.905161	0.265254	-0.039188	1.502194
33.810401	322.934145	0.270259	-0.039264	1.508159
34.363723	328.957022	0.275264	-0.039370	1.514147
34.797706	334.998356	0.280269	-0.039453	1.520087
35.133109	341.018964	0.285274	-0.039517	1.525951
35.408995	347.056834	0.290278	-0.039570	1.531789
36.157872	352.988707	0.295283	-0.039712	1.537664
36.636342	359.074839	0.300288	-0.039804	1.543571
37.141101	365.068630	0.305293	-0.039900	1.549377
37.555030	371.098004	0.310298	-0.039979	1.555165
37.991962	377.130776	0.315302	-0.040062	1.560941
38.181917	383.186296	0.320307	-0.040100	1.566636
38.575089	389.164707	0.325312	-0.040175	1.572305
39.021211	395.177984	0.330317	-0.040260	1.578004
39.382013	401.218806	0.335322	-0.040329	1.583679
39.835383	407.216348	0.340326	-0.040416	1.589325
40.229636	413.223271	0.345331	-0.040491	1.594940
40.656679	419.264048	0.350336	-0.040573	1.600576
41.271815	425.223371	0.355341	-0.040690	1.606179
41.824355	431.268091	0.360346	-0.040795	1.611820
42.399491	437.289168	0.365350	-0.040904	1.617426
42.863456	443.325537	0.370355	-0.040993	1.622992
43.235510	449.359692	0.375360	-0.041064	1.628507
43.589116	455.357058	0.380365	-0.041132	1.633965
44.056298	461.378397	0.385370	-0.041221	1.639461
44.415901	467.382515	0.390374	-0.041290	1.644891
44.899163	473.403429	0.395379	-0.041382	1.650355
45.095954	479.459213	0.400384	-0.041421	1.655743
45.375160	485.473042	0.405389	-0.041475	1.661102
45.618542	491.486472	0.410394	-0.041522	1.666433
45.917205	497.491360	0.415398	-0.041579	1.671756
46.160133	503.514291	0.420403	-0.041626	1.677060
46.697659	509.499704	0.425408	-0.041729	1.682406
47.006393	515.537009	0.430413	-0.041788	1.687709
47.321534	521.565325	0.435418	-0.041849	1.692990
47.566662	527.595876	0.440422	-0.041896	1.698235
