Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	2.799196	0.000000	0.045844	0.924015
0.180688	5.001308	0.005005	0.045810	0.927623
1.010912	9.098731	0.010010	0.045653	0.934587
2.004678	14.542287	0.015014	0.045465	0.943697
3.169690	20.397879	0.020019	0.045245	0.953453
4.117718	26.438817	0.025024	0.045066	0.963270
5.193758	32.478308	0.030029	0.044863	0.973057
5.853204	38.647385	0.035034	0.044737	0.982709
6.483022	44.729930	0.040038	0.044618	0.992122
6.997079	50.809032	0.045043	0.044520	1.001379
7.612190	56.846759	0.050048	0.044403	1.010544
7.845760	62.987018	0.055053	0.044357	1.019572
8.365423	68.995009	0.060058	0.044258	1.028482
8.584736	75.083617	0.065062	0.044216	1.037272
9.045056	81.123830	0.070067	0.044128	1.046045
9.304343	87.181052	0.075072	0.044078	1.054665
9.751420	93.209709	0.080077	0.043992	1.063272
10.115845	99.262195	0.085082	0.043922	1.071800
10.501528	105.301901	0.090086	0.043849	1.080254
10.854319	111.345544	0.095091	0.043781	1.088631
11.234185	117.399909	0.100096	0.043708	1.096972
11.457040	123.484025	0.105101	0.043665	1.105212
11.727780	129.490912	0.110106	0.043612	1.113313
12.057582	135.539317	0.115110	0.043549	1.121438
12.402244	141.577144	0.120115	0.043483	1.129497
12.751229	147.608585	0.125120	0.043416	1.137493
12.902225	153.694404	0.130125	0.043386	1.145410
13.255096	159.677357	0.135130	0.043318	1.153235
13.468549	165.755180	0.140134	0.043277	1.161063
13.856783	171.752262	0.145139	0.043203	1.168818
14.198506	177.790855	0.150144	0.043137	1.176552
14.473872	183.838119	0.155149	0.043084	1.184215
14.796960	189.872567	0.160154	0.043022	1.191835
15.091196	195.903198	0.165158	0.042965	1.199389
15.367893	201.946987	0.170163	0.042912	1.206904
15.610652	207.978985	0.175168	0.042864	1.214343
15.986958	214.012735	0.180173	0.042792	1.221797
16.197576	220.051172	0.185178	0.042751	1.229139
16.396510	226.098315	0.190182	0.042713	1.236443
16.704562	232.100760	0.195187	0.042653	1.243698
16.934145	238.149676	0.200192	0.042609	1.250932
17.284032	244.148288	0.205197	0.042542	1.258116
17.516109	250.217888	0.210202	0.042496	1.265293
17.772433	256.214700	0.215206	0.042447	1.272354
18.060964	262.254392	0.220211	0.042391	1.279440
18.145826	268.318747	0.225216	0.042374	1.286429
18.617401	274.281511	0.230221	0.042284	1.293426
18.937746	280.345572	0.235226	0.042222	1.300437
19.251737	286.398366	0.240230	0.042162	1.307395
19.531980	292.394779	0.245235	0.042108	1.314239
19.719452	298.439881	0.250240	0.042071	1.321064
19.860670	304.468844	0.255245	0.042043	1.327818
20.292161	310.448377	0.260250	0.041961	1.334599
20.573009	316.498474	0.265254	0.041906	1.341363
20.812663	322.520111	0.270259	0.041860	1.348046
21.036704	328.552188	0.275264	0.041816	1.354701
21.484481	334.562524	0.280269	0.041731	1.361387
21.698123	340.595180	0.285274	0.041689	1.367974
21.824209	346.644911	0.290278	0.041664	1.374513
22.159833	352.655811	0.295283	0.041600	1.381060
22.435248	358.666215	0.300288	0.041547	1.387553
22.748137	364.687525	0.305293	0.041486	1.394041
23.071560	370.724087	0.310298	0.041424	1.400520
23.207042	376.746119	0.315302	0.041397	1.406882
23.532946	382.774023	0.320307	0.041335	1.413293
23.786310	388.788673	0.325312	0.041286	1.419634
24.198286	394.781220	0.330317	0.041207	1.425983
24.450119	400.832169	0.335322	0.041158	1.432304
24.827051	406.844653	0.340326	0.041086	1.438605
24.989562	412.892369	0.345331	0.041054	1.444834
25.243569	418.911853	0.350336	0.041005	1.451042
25.457780	424.927413	0.355341	0.040963	1.457205
25.730164	430.948549	0.360346	0.040910	1.463369
25.964747	436.951968	0.365350	0.040865	1.469475
26.335473	442.977743	0.370355	0.040794	1.475627
26.579247	449.009742	0.375360	0.040747	1.481715
26.793726	455.037907	0.380365	0.040705	1.487763
27.005825	461.058100	0.385370	0.040664	1.493778
27.438463	467.054836	0.390374	0.040581	1.499823
27.670772	473.067251	0.395379	0.040536	1.505789
27.988113	479.102649	0.400384	0.040475	1.511783
28.064325	485.161876	0.405389	0.040459	1.517693
28.375022	491.148891	0.410394	0.040399	1.523592
28.604157	497.183193	0.415398	0.040355	1.529485
28.944460	503.164231	0.420403	0.040289	1.535342
29.279064	509.189396	0.425408	0.040225	1.541217
29.493299	515.245561	0.430413	0.040183	1.547058
29.618557	521.263356	0.435418	0.040158	1.552811
29.967275	527.270657	0.440422	0.040092	1.558608
30.102466	533.296495	0.445427	0.040065	1.564329
