Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-2.048849	1.098229	0.000000	-0.035766	1.148428
0.000000	4.721569	0.005005	-0.036152	1.153959
1.840266	9.532306	0.010010	-0.036498	1.160856
3.219429	15.408872	0.015014	-0.036759	1.168828
4.777820	21.391377	0.020019	-0.037052	1.176958
5.964334	27.510924	0.025024	-0.037277	1.185032
7.035706	33.562194	0.030029	-0.037479	1.192917
8.086483	39.617265	0.035034	-0.037678	1.200744
9.021357	45.667731	0.040038	-0.037855	1.208464
9.837917	51.737816	0.045043	-0.038009	1.216107
10.695608	57.776375	0.050048	-0.038172	1.223682
11.403165	63.834195	0.055053	-0.038306	1.231167
12.091561	69.872509	0.060058	-0.038437	1.238577
12.639008	75.925221	0.065062	-0.038541	1.245898
13.453290	81.919250	0.070067	-0.038695	1.253222
14.044162	87.994001	0.075072	-0.038808	1.260501
14.620112	94.008717	0.080077	-0.038917	1.267664
15.208823	100.056231	0.085082	-0.039029	1.274829
15.723519	106.104549	0.090086	-0.039127	1.281924
16.214195	112.121617	0.095091	-0.039221	1.288934
16.795268	118.146014	0.100096	-0.039331	1.295952
17.370597	124.218089	0.105101	-0.039441	1.302982
17.809241	130.243619	0.110106	-0.039525	1.309868
18.384061	136.228609	0.115110	-0.039634	1.316727
18.881353	142.266552	0.120115	-0.039729	1.323578
19.392522	148.288341	0.125120	-0.039826	1.330381
19.888844	154.321462	0.130125	-0.039921	1.337156
20.129177	160.389994	0.135130	-0.039967	1.343835
20.662828	166.376434	0.140134	-0.040069	1.350506
21.127372	172.387663	0.145139	-0.040158	1.357144
21.765119	178.401758	0.150144	-0.040279	1.363820
22.157170	184.462239	0.155149	-0.040354	1.370417
22.776324	190.459973	0.160154	-0.040472	1.377004
23.290104	196.482931	0.165158	-0.040569	1.383545
23.846119	202.524696	0.170163	-0.040675	1.390091
24.251151	208.548421	0.175168	-0.040753	1.396531
24.665914	214.596380	0.180173	-0.040832	1.402970
25.145225	220.587200	0.185178	-0.040923	1.409344
25.553656	226.636104	0.190182	-0.041002	1.415723
25.942601	232.665958	0.195187	-0.041076	1.422046
26.421888	238.655449	0.200192	-0.041168	1.428333
26.714188	244.705319	0.205197	-0.041224	1.434586
27.565069	250.664051	0.210202	-0.041385	1.440922
28.125080	256.691227	0.215206	-0.041492	1.447194
28.761994	262.735602	0.220211	-0.041613	1.453483
28.936825	268.825191	0.225216	-0.041647	1.459625
29.425731	274.794661	0.230221	-0.041740	1.465733
29.616233	280.848521	0.235226	-0.041777	1.471794
30.145874	286.840798	0.240230	-0.041878	1.477889
30.410662	292.885860	0.245235	-0.041929	1.483917
30.949748	298.871005	0.250240	-0.042032	1.489958
31.359018	304.905030	0.255245	-0.042110	1.495978
31.744293	310.938203	0.260250	-0.042184	1.501963
32.194565	316.929462	0.265254	-0.042270	1.507907
32.778585	322.946024	0.270259	-0.042381	1.513898
33.094862	328.999779	0.275264	-0.042442	1.519808
