Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-1.077105	1.586137	0.000000	-0.023690	1.118676
0.000000	4.926913	0.005005	-0.023893	1.123534
1.094472	9.637021	0.010010	-0.024099	1.130147
2.298424	15.376806	0.015014	-0.024327	1.138093
3.288457	21.393564	0.020019	-0.024514	1.146234
4.173437	27.447832	0.025024	-0.024681	1.154317
5.142520	33.461413	0.030029	-0.024865	1.162331
5.873525	39.569755	0.035034	-0.025003	1.170299
6.714523	45.580263	0.040038	-0.025163	1.178141
7.443694	51.640364	0.045043	-0.025301	1.185942
8.153439	57.685072	0.050048	-0.025436	1.193664
8.848193	63.722763	0.055053	-0.025567	1.201321
9.340511	69.806009	0.060058	-0.025661	1.208895
9.967408	75.806935	0.065062	-0.025780	1.216382
10.552528	81.857543	0.070067	-0.025892	1.223864
10.979030	87.914154	0.075072	-0.025973	1.231238
11.695138	93.894258	0.080077	-0.026109	1.238603
12.143639	99.966782	0.085082	-0.026195	1.245918
12.701280	105.987024	0.090086	-0.026301	1.253176
13.249923	112.019608	0.095091	-0.026405	1.260402
13.759977	118.049313	0.100096	-0.026503	1.267567
14.343438	124.065829	0.105101	-0.026614	1.274708
14.793633	130.135436	0.110106	-0.026700	1.281813
15.375193	136.134792	0.115110	-0.026810	1.288854
15.922224	142.167667	0.120115	-0.026914	1.295880
16.360968	148.255698	0.125120	-0.026998	1.302885
16.694965	154.287647	0.130125	-0.027062	1.309748
17.267029	160.243181	0.135130	-0.027171	1.316586
17.614220	166.314368	0.140134	-0.027238	1.323426
18.004473	172.338158	0.145139	-0.027312	1.330197
18.582510	178.328769	0.150144	-0.027422	1.336970
18.925843	184.378309	0.155149	-0.027488	1.343681
19.488254	190.389081	0.160154	-0.027595	1.350403
20.002969	196.393221	0.165158	-0.027693	1.357065
20.369587	202.479007	0.170163	-0.027764	1.363724
20.724517	208.497098	0.175168	-0.027832	1.370275
21.241733	214.487511	0.180173	-0.027930	1.376827
21.516669	220.555173	0.185178	-0.027983	1.383336
21.929205	226.566825	0.190182	-0.028062	1.389809
22.459437	232.544044	0.195187	-0.028163	1.396260
23.028133	238.579554	0.200192	-0.028271	1.402756
23.373577	244.624555	0.205197	-0.028338	1.409149
23.814824	250.658145	0.210202	-0.028422	1.415536
24.062881	256.694801	0.215206	-0.028470	1.421826
