Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-9.085564	1.124547	0.000000	-0.052011	1.187952
0.000000	3.305336	0.005005	-0.053716	1.194662
9.302766	7.913677	0.010010	-0.055463	1.204357
18.269497	13.739421	0.015014	-0.057147	1.215276
25.852192	20.091359	0.020019	-0.058571	1.226118
30.430532	26.822148	0.025024	-0.059432	1.236018
32.903792	33.377283	0.030029	-0.059898	1.244738
34.297227	39.697418	0.035034	-0.060161	1.252669
35.437362	45.827196	0.040038	-0.060376	1.260224
36.249369	51.910372	0.045043	-0.060530	1.267543
37.158978	57.947533	0.050048	-0.060702	1.274808
37.812685	64.032373	0.055053	-0.060826	1.281980
38.546890	70.049995	0.060058	-0.060966	1.289069
39.155385	76.097036	0.065062	-0.061081	1.296101
39.823231	82.184515	0.070067	-0.061208	1.303164
40.311175	88.194347	0.075072	-0.061301	1.310030
41.147068	94.143299	0.080077	-0.061459	1.316932
41.366307	100.268806	0.085082	-0.061502	1.323746
42.057710	106.235091	0.090086	-0.061633	1.330539
42.615628	112.271908	0.095091	-0.061739	1.337320
43.255377	118.295698	0.100096	-0.061861	1.344086
43.771635	124.322791	0.105101	-0.061959	1.350772
44.295276	130.369598	0.110106	-0.062059	1.357449
44.549791	136.437410	0.115110	-0.062108	1.364013
45.107404	142.409984	0.120115	-0.062214	1.370560
45.456202	148.465156	0.125120	-0.062281	1.377083
46.212650	154.432348	0.130125	-0.062425	1.383637
46.614658	160.492257	0.135130	-0.062502	1.390124
47.157051	166.512715	0.140134	-0.062605	1.396592
47.361784	172.598169	0.145139	-0.062645	1.402971
47.937149	178.554931	0.150144	-0.062754	1.409326
48.270796	184.605906	0.155149	-0.062818	1.415660
48.739236	190.619218	0.160154	-0.062908	1.421976
49.194084	196.629889	0.165158	-0.062995	1.428257
49.615567	202.667894	0.170163	-0.063075	1.434526
50.067908	208.667425	0.175168	-0.063162	1.440739
50.736075	214.669037	0.180173	-0.063289	1.447006
51.084365	220.754203	0.185178	-0.063355	1.453214
51.692113	226.737569	0.190182	-0.063471	1.459388
52.003837	232.774442	0.195187	-0.063531	1.465482
52.503222	238.782301	0.200192	-0.063626	1.471589
53.024861	244.789606	0.205197	-0.063725	1.477678
53.436972	250.837689	0.210202	-0.063804	1.483744
53.775356	256.884315	0.215206	-0.063869	1.489757
54.308074	262.849257	0.220211	-0.063971	1.495734
54.825558	268.872792	0.225216	-0.064069	1.501739
55.208579	274.919863	0.230221	-0.064143	1.507696
55.490776	280.952013	0.235226	-0.064197	1.513580
56.027276	286.947064	0.240230	-0.064299	1.519493
56.317950	292.977817	0.245235	-0.064355	1.525334
56.792088	299.007981	0.250240	-0.064446	1.531213
57.256702	304.986095	0.255245	-0.064534	1.537018
57.744640	311.039432	0.260250	-0.064627	1.542879
58.103506	317.049805	0.265254	-0.064696	1.548634
58.695870	323.047849	0.270259	-0.064809	1.554435
58.976446	329.106446	0.275264	-0.064863	1.560166
59.588673	335.083853	0.280269	-0.064979	1.565911
59.870700	341.127465	0.285274	-0.065034	1.571587
60.250269	347.170196	0.290278	-0.065107	1.577273
60.630693	353.156460	0.295283	-0.065179	1.582888
61.283146	359.146813	0.300288	-0.065303	1.588574
61.585645	365.200424	0.305293	-0.065362	1.594185
62.186574	371.209004	0.310298	-0.065476	1.599831
62.323539	377.269839	0.315302	-0.065503	1.605356
62.678784	383.266231	0.320307	-0.065571	1.610873
62.969438	389.292237	0.325312	-0.065627	1.616377
63.482870	395.294051	0.330317	-0.065725	1.621911
63.653037	401.332045	0.335322	-0.065758	1.627351
64.101738	407.311769	0.340326	-0.065844	1.632808
64.411774	413.347060	0.345331	-0.065904	1.638252
64.747707	419.379746	0.350336	-0.065968	1.643685
64.970104	425.397443	0.355341	-0.066012	1.649050
65.461171	431.384695	0.360346	-0.066105	1.654455
65.803147	437.408196	0.365350	-0.066171	1.659828
66.290073	443.401356	0.370355	-0.066264	1.665201
66.559196	449.451298	0.375360	-0.066316	1.670540
67.035925	455.448714	0.380365	-0.066407	1.675879
67.315972	461.494687	0.385370	-0.066461	1.681183
67.834329	467.467307	0.390374	-0.066559	1.686480
68.083809	473.509335	0.395379	-0.066608	1.691738
68.417202	479.556287	0.400384	-0.066672	1.697010
68.669801	485.559132	0.405389	-0.066721	1.702203
69.026764	491.553275	0.410394	-0.066789	1.707404
69.329620	497.572906	0.415398	-0.066847	1.712594
69.856524	503.569916	0.420403	-0.066948	1.717817
70.128410	509.595293	0.425408	-0.067000	1.722972
70.564137	515.635277	0.430413	-0.067084	1.728171
70.831031	521.640817	0.435418	-0.067135	1.733277
71.233946	527.682942	0.440422	-0.067212	1.738438
71.588216	533.630108	0.445427	-0.067280	1.743491
72.065386	539.687326	0.450432	-0.067371	1.748655
