Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	2.060116	0.000000	0.033656	0.960482
2.662024	4.262167	0.005005	0.033156	0.965348
7.668158	8.020797	0.010010	0.032216	0.973855
12.995312	13.479487	0.015014	0.031215	0.985002
15.588897	20.027537	0.020019	0.030727	0.996136
16.732060	26.492025	0.025024	0.030511	1.006240
17.675575	32.712637	0.030029	0.030332	1.015784
18.493044	38.813423	0.035034	0.030177	1.025000
19.154452	44.952318	0.040038	0.030052	1.034106
19.656855	51.017585	0.045043	0.029956	1.042946
20.372962	57.057905	0.050048	0.029820	1.051786
20.747145	63.163247	0.055053	0.029748	1.060468
21.378403	69.179438	0.060058	0.029628	1.069087
21.603253	75.278423	0.065062	0.029585	1.077546
22.124239	81.297983	0.070067	0.029485	1.085978
22.473254	87.366715	0.075072	0.029418	1.094327
22.949703	93.379088	0.080077	0.029327	1.102599
23.285137	99.444589	0.085082	0.029263	1.110811
23.848698	105.451522	0.090086	0.029156	1.118996
24.094119	111.535381	0.095091	0.029108	1.127070
24.600352	117.564302	0.100096	0.029012	1.135138
24.792754	123.636284	0.105101	0.028974	1.143057
25.209304	129.630317	0.110106	0.028895	1.150927
25.578609	135.688498	0.115110	0.028824	1.158802
25.970309	141.709638	0.120115	0.028749	1.166588
26.279540	147.764039	0.125120	0.028689	1.174326
26.748783	153.789928	0.130125	0.028600	1.182050
26.938300	159.842221	0.135130	0.028563	1.189631
27.359577	165.849159	0.140134	0.028482	1.197211
27.488356	171.946208	0.145139	0.028456	1.204723
27.982525	177.917701	0.150144	0.028362	1.212199
28.078302	184.013787	0.155149	0.028343	1.219602
28.615371	189.981754	0.160154	0.028240	1.227001
28.914102	196.023873	0.165158	0.028183	1.234340
29.277748	202.066393	0.170163	0.028113	1.241664
29.508201	208.106022	0.175168	0.028068	1.248885
30.019875	214.109802	0.180173	0.027971	1.256141
30.223378	220.162221	0.185178	0.027931	1.263282
30.622538	226.193302	0.190182	0.027855	1.270441
30.928058	232.203756	0.195187	0.027796	1.277496
31.415972	238.215716	0.200192	0.027703	1.284590
31.564629	244.301107	0.205197	0.027674	1.291588
31.906747	250.316015	0.210202	0.027608	1.298548
31.854135	256.459527	0.215206	0.027616	1.305454
32.216107	262.361488	0.220211	0.027547	1.312222
32.241916	268.435669	0.225216	0.027541	1.319011
32.583733	274.422362	0.230221	0.027475	1.325795
32.827065	280.444119	0.235226	0.027428	1.332544
33.256162	286.435535	0.240230	0.027346	1.339299
33.442819	292.516939	0.245235	0.027309	1.346023
33.732175	298.502853	0.250240	0.027253	1.352650
34.075539	304.538512	0.255245	0.027188	1.359319
34.253425	310.588724	0.260250	0.027153	1.365907
34.434103	316.610924	0.265254	0.027117	1.372434
34.807586	322.606634	0.270259	0.027046	1.378977
35.134110	328.627548	0.275264	0.026983	1.385497
35.428115	334.676116	0.280269	0.026926	1.392003
35.600336	340.704259	0.285274	0.026892	1.398412
