Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.750750	1.493967	0.000000	0.033981	0.958633
0.000000	4.607171	0.005005	0.033839	0.963818
0.909951	9.094163	0.010010	0.033667	0.971145
1.748197	14.728007	0.015014	0.033509	0.980098
2.694332	20.667157	0.020019	0.033330	0.989483
3.372966	26.735261	0.025024	0.033201	0.998822
4.051652	32.794290	0.030029	0.033072	1.008062
4.670028	38.859757	0.035034	0.032955	1.017195
5.411364	44.891066	0.040038	0.032814	1.026262
5.848893	51.003698	0.045043	0.032730	1.035205
6.477652	57.042397	0.050048	0.032611	1.044067
6.902000	63.115178	0.055053	0.032530	1.052797
7.291371	69.187402	0.060058	0.032455	1.061436
7.676985	75.229398	0.065062	0.032381	1.069961
8.068634	81.269499	0.070067	0.032306	1.078419
8.412424	87.336797	0.075072	0.032240	1.086825
8.810043	93.364340	0.080077	0.032164	1.095139
9.314224	99.381664	0.085082	0.032068	1.103428
9.675250	105.459862	0.090086	0.031999	1.111667
9.994164	111.505092	0.095091	0.031938	1.119781
10.312051	117.550261	0.100096	0.031876	1.127836
10.548901	123.598514	0.105101	0.031830	1.135799
11.053340	129.617734	0.110106	0.031734	1.143796
11.255072	135.663165	0.115110	0.031695	1.151629
11.590590	141.704963	0.120115	0.031631	1.159466
11.907299	147.736295	0.125120	0.031570	1.167229
12.238282	153.787474	0.130125	0.031506	1.174971
12.476446	159.814369	0.135130	0.031460	1.182591
12.975020	165.816390	0.140134	0.031365	1.190248
13.230511	171.883540	0.145139	0.031315	1.197827
13.711013	177.887923	0.150144	0.031224	1.205382
13.748028	183.990464	0.155149	0.031215	1.212813
14.153519	189.992093	0.160154	0.031138	1.220238
14.249882	196.048310	0.165158	0.031118	1.227549
14.569007	202.052139	0.170163	0.031057	1.234851
14.832956	208.082956	0.175168	0.031006	1.242118
15.231511	214.080160	0.180173	0.030929	1.249361
15.495430	220.153524	0.185178	0.030878	1.256594
15.820588	226.165847	0.190182	0.030816	1.263740
15.972778	232.223632	0.195187	0.030786	1.270825
16.236172	238.242122	0.200192	0.030735	1.277873
16.405762	244.293862	0.205197	0.030702	1.284880
16.617476	250.300119	0.210202	0.030660	1.291816
17.201446	256.266247	0.215206	0.030549	1.298822
17.587475	262.377894	0.220211	0.030475	1.305873
18.002876	268.326359	0.225216	0.030396	1.312715
18.316072	274.410110	0.230221	0.030336	1.319631
18.480352	280.428088	0.235226	0.030303	1.326378
18.733166	286.454886	0.240230	0.030254	1.333136
18.915678	292.496298	0.245235	0.030219	1.339848
19.251819	298.499254	0.250240	0.030154	1.346545
19.556725	304.501902	0.255245	0.030095	1.353196
19.949493	310.540358	0.260250	0.030020	1.359888
20.174323	316.576163	0.265254	0.029977	1.366479
20.456563	322.605355	0.270259	0.029922	1.373053
20.518601	328.677941	0.275264	0.029909	1.379557
20.705113	334.672586	0.280269	0.029873	1.385995
20.926658	340.666124	0.285274	0.029829	1.392416
21.186538	346.726436	0.290278	0.029779	1.398892
21.369567	352.710519	0.295283	0.029743	1.405229
21.810461	358.725949	0.300288	0.029659	1.411668
22.041522	364.768031	0.305293	0.029614	1.418026
22.356725	370.798723	0.310298	0.029554	1.424375
22.338096	376.849343	0.315302	0.029556	1.430593
22.683909	382.822222	0.320307	0.029489	1.436838
22.922551	388.861628	0.325312	0.029443	1.443085
23.271229	394.870178	0.330317	0.029376	1.449314
23.445340	400.914278	0.335322	0.029342	1.455489
23.810699	406.909972	0.340326	0.029272	1.461658
24.017045	412.935388	0.345331	0.029232	1.467773
24.217485	418.984078	0.350336	0.029193	1.473884
24.309293	425.014875	0.355341	0.029174	1.479913
24.478199	431.013854	0.360346	0.029141	1.485914
24.874986	437.011240	0.365350	0.029065	1.491969
25.690738	442.945129	0.370355	0.028910	1.498085
25.840534	449.083575	0.375360	0.028881	1.504143
26.091630	455.092895	0.380365	0.028832	1.510085
26.327292	461.105290	0.385370	0.028786	1.516002
26.561714	467.141727	0.390374	0.028741	1.521919
26.776803	473.151510	0.395379	0.028699	1.527780
26.842607	479.197445	0.400384	0.028685	1.533603
27.118718	485.201710	0.405389	0.028632	1.539435
27.352913	491.193793	0.410394	0.028586	1.545220
27.611374	497.216389	0.415398	0.028536	1.551020
28.043105	503.221082	0.420403	0.028454	1.556839
28.144326	509.280320	0.425408	0.028433	1.562578
28.418811	515.295823	0.430413	0.028380	1.568312
28.540415	521.323775	0.435418	0.028356	1.573986
28.719969	527.351177	0.440422	0.028321	1.579658
28.884053	533.330224	0.445427	0.028289	1.585260
29.463144	539.299331	0.450432	0.028179	1.590969
29.608221	545.398926	0.455437	0.028150	1.596636
29.740427	551.420772	0.460442	0.028123	1.602207
29.814597	557.431297	0.465446	0.028108	1.607730
30.118981	563.435267	0.470451	0.028049	1.613302
30.439090	569.452313	0.475456	0.027988	1.618872
30.469083	575.497512	0.480461	0.027981	1.624355
30.853684	581.451082	0.485466	0.027907	1.629851
31.232333	587.481709	0.490470	0.027835	1.635395
31.435326	593.516540	0.495475	0.027795	1.640868
31.549770	599.562824	0.500480	0.027772	1.646306
31.590155	605.584072	0.505485	0.027763	1.651679
32.103529	611.520771	0.510490	0.027665	1.657109
32.071090	617.625324	0.515494	0.027670	1.662499
32.168951	623.620161	0.520499	0.027650	1.667815
32.349087	629.619922	0.525504	0.027615	1.673144
32.714235	635.617706	0.530509	0.027545	1.678512
33.103591	641.631327	0.535514	0.027470	1.683883
33.203024	647.685859	0.540518	0.027450	1.689184
33.434309	653.696220	0.545523	0.027405	1.694471
33.645730	659.707406	0.550528	0.027364	1.699736
33.609574	665.732851	0.555533	0.027369	1.704921
33.938356	671.717105	0.560538	0.027306	1.710166
34.006698	677.780327	0.565542	0.027292	1.715383
34.355924	683.737661	0.570547	0.027225	1.720579
34.375439	689.804181	0.575552	0.027220	1.725754
34.416322	695.842216	0.580557	0.027210	1.730895
34.731915	701.774232	0.585562	0.027150	1.736012
34.940749	707.834895	0.590566	0.027109	1.741192
35.140247	713.829353	0.595571	0.027070	1.746298
35.437567	719.847281	0.600576	0.027013	1.751437
35.567243	725.876282	0.605581	0.026987	1.756521
35.820024	731.878753	0.610586	0.026938	1.761605
35.987099	737.915854	0.615590	0.026905	1.766677
36.255626	743.905166	0.620595	0.026853	1.771725
36.572134	749.922488	0.625600	0.026792	1.776795
36.702531	755.946705	0.630605	0.026766	1.781803
36.660678	761.994078	0.635610	0.026773	1.786766
36.966614	767.964774	0.640614	0.026714	1.791753
37.082395	773.992726	0.645619	0.026691	1.796718
37.367646	779.986051	0.650624	0.026636	1.801689
37.602401	786.006671	0.655629	0.026590	1.806654
37.799440	792.032308	0.660634	0.026552	1.811600
37.992227	798.048919	0.665638	0.026514	1.816523
38.243266	804.042384	0.670643	0.026465	1.821430
38.400343	810.090395	0.675648	0.026434	1.826342
38.435854	816.111250	0.680653	0.026426	1.831185
38.724477	822.081462	0.685658	0.026371	1.836045
38.840601	828.125469	0.690662	0.026347	1.840903
38.916704	834.157931	0.695667	0.026332	1.845727
39.022786	840.148406	0.700672	0.026310	1.850515
39.394068	846.137154	0.705677	0.026239	1.855361
39.495624	852.188830	0.710682	0.026219	1.860171
39.724053	858.176061	0.715686	0.026174	1.864952
39.967211	864.182368	0.720691	0.026127	1.869740
