Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-3.289158	1.238091	0.000000	0.001032	1.052942
0.000000	4.189871	0.005005	0.000415	1.058712
3.730949	8.666788	0.010010	-0.000287	1.066767
7.151757	14.475868	0.015014	-0.000930	1.076416
9.647937	20.639678	0.020019	-0.001400	1.085996
11.533637	26.881348	0.025024	-0.001755	1.095295
12.941687	33.045352	0.030029	-0.002021	1.104179
14.195996	39.178869	0.035034	-0.002258	1.112878
15.084821	45.279541	0.040038	-0.002426	1.121290
16.237935	51.310803	0.045043	-0.002644	1.129675
17.237694	57.362072	0.050048	-0.002833	1.137951
18.044855	63.467672	0.055053	-0.002986	1.146146
18.759354	69.504916	0.060058	-0.003122	1.154153
19.693935	75.519046	0.065062	-0.003298	1.162177
20.274814	81.616514	0.070067	-0.003409	1.170088
20.956015	87.657383	0.075072	-0.003538	1.177920
21.514519	93.691639	0.080077	-0.003645	1.185638
22.371737	99.696881	0.085082	-0.003807	1.193403
22.833704	105.786680	0.090086	-0.003895	1.201045
23.461109	111.816817	0.095091	-0.004014	1.208639
23.879202	117.872570	0.100096	-0.004094	1.216124
24.531973	123.883758	0.105101	-0.004218	1.223613
24.924303	129.951247	0.110106	-0.004293	1.231009
25.468416	135.958876	0.115110	-0.004397	1.238356
25.848442	142.029788	0.120115	-0.004470	1.245664
26.519488	147.995315	0.125120	-0.004597	1.252930
26.838879	154.090508	0.130125	-0.004659	1.260155
27.379554	160.073245	0.135130	-0.004762	1.267302
27.633829	166.155454	0.140134	-0.004811	1.274403
28.244764	172.141665	0.145139	-0.004927	1.281504
28.741177	178.180595	0.150144	-0.005022	1.288577
29.280083	184.198748	0.155149	-0.005124	1.295606
29.673265	190.290881	0.160154	-0.005199	1.302621
30.264550	196.271838	0.165158	-0.005312	1.309553
30.563927	202.319754	0.170163	-0.005370	1.316406
31.122099	208.319397	0.175168	-0.005476	1.323274
31.409395	214.373836	0.180173	-0.005531	1.330058
31.956773	220.357551	0.185178	-0.005635	1.336833
32.370090	226.412881	0.190182	-0.005714	1.343599
32.871303	232.426335	0.195187	-0.005810	1.350321
33.221703	238.452034	0.200192	-0.005877	1.356963
33.833612	244.461083	0.205197	-0.005993	1.363656
34.128823	250.524181	0.210202	-0.006050	1.370252
34.838266	256.482519	0.215206	-0.006185	1.376864
35.287033	262.557779	0.220211	-0.006271	1.383468
35.902743	268.545347	0.225216	-0.006388	1.390011
36.323363	274.596834	0.230221	-0.006468	1.396517
36.650975	280.658421	0.235226	-0.006531	1.402968
36.979535	286.658217	0.240230	-0.006594	1.409326
37.575888	292.645237	0.245235	-0.006708	1.415742
37.836598	298.722621	0.250240	-0.006758	1.422097
38.329372	304.723288	0.255245	-0.006852	1.428431
38.520859	310.769896	0.260250	-0.006889	1.434672
38.994785	316.761019	0.265254	-0.006980	1.440934
39.379473	322.790863	0.270259	-0.007053	1.447175
40.000156	328.781019	0.275264	-0.007171	1.453435
40.215752	334.881264	0.280269	-0.007213	1.459632
40.797786	340.822198	0.285274	-0.007324	1.465775
40.945682	346.908425	0.290278	-0.007353	1.471881
41.464189	352.880420	0.295283	-0.007452	1.477982
41.887779	358.910087	0.300288	-0.007533	1.484080
42.327833	364.931892	0.305293	-0.007617	1.490151
42.655717	370.966887	0.310298	-0.007680	1.496170
43.157078	376.974042	0.315302	-0.007776	1.502200
43.333589	383.034238	0.320307	-0.007810	1.508143
43.829609	389.008378	0.325312	-0.007905	1.514090
44.190956	395.039542	0.330317	-0.007974	1.520023
44.733871	401.037248	0.335322	-0.008078	1.525962
44.992189	407.094181	0.340326	-0.008128	1.531838
45.407245	413.114493	0.345331	-0.008207	1.537709
45.699258	419.130623	0.350336	-0.008263	1.543513
46.163036	425.155538	0.355341	-0.008352	1.549361
46.495103	431.145705	0.360346	-0.008415	1.555110
47.055756	437.146876	0.365350	-0.008522	1.560924
47.194874	443.230577	0.370355	-0.008550	1.566653
47.720708	449.201526	0.375360	-0.008650	1.572385
47.953660	455.265509	0.380365	-0.008695	1.578085
48.353737	461.255011	0.385370	-0.008772	1.583751
48.484318	467.304712	0.390374	-0.008798	1.589363
49.014166	473.264356	0.395379	-0.008899	1.595004
49.318703	479.295362	0.400384	-0.008957	1.600616
50.053648	485.289667	0.405389	-0.009097	1.606315
50.247544	491.357585	0.410394	-0.009135	1.611885
50.847730	497.350456	0.415398	-0.009249	1.617499
50.996868	503.423355	0.420403	-0.009278	1.623022
51.374355	509.396931	0.425408	-0.009350	1.628509
51.742851	515.403517	0.430413	-0.009421	1.634004
52.052232	521.459935	0.435418	-0.009481	1.639506
52.282313	527.454019	0.440422	-0.009525	1.644910
52.716447	533.465160	0.445427	-0.009608	1.650375
52.989850	539.488007	0.450432	-0.009661	1.655781
53.442348	545.508549	0.455437	-0.009747	1.661224
53.577393	551.549321	0.460442	-0.009774	1.666569
53.917930	557.542882	0.465446	-0.009840	1.671918
54.325012	563.542833	0.470451	-0.009917	1.677276
54.661703	569.579907	0.475456	-0.009982	1.682628
55.107424	575.569313	0.480461	-0.010067	1.687955
55.362783	581.625980	0.485466	-0.010117	1.693265
55.601588	587.642703	0.490470	-0.010163	1.698519
55.863044	593.647469	0.495475	-0.010214	1.703753
56.121554	599.660428	0.500480	-0.010264	1.708977
56.654207	605.629964	0.505485	-0.010365	1.714231
57.171424	611.663716	0.510490	-0.010463	1.719518
57.528591	617.685948	0.515494	-0.010532	1.724731
57.868919	623.714902	0.520499	-0.010597	1.729930
58.444545	629.685610	0.525504	-0.010707	1.735133
58.844899	635.738184	0.530509	-0.010783	1.740337
59.563332	641.709559	0.535514	-0.010920	1.745552
59.743615	647.785401	0.540518	-0.010955	1.750680
60.106764	653.800444	0.545523	-0.011025	1.755796
60.220437	659.830573	0.550528	-0.011048	1.760837
60.561990	665.829891	0.555533	-0.011113	1.765904
60.835425	671.834070	0.560538	-0.011166	1.770941
61.273105	677.861545	0.565542	-0.011250	1.776030
61.279813	683.905794	0.570547	-0.011252	1.780994
61.667516	689.867267	0.575552	-0.011326	1.785986
61.807512	695.916385	0.580557	-0.011354	1.790965
62.291151	701.907580	0.585562	-0.011446	1.795980
62.650442	707.896119	0.590566	-0.011515	1.800944
62.881082	713.966327	0.595571	-0.011560	1.805924
63.053114	719.960822	0.600576	-0.011594	1.810813
63.480790	725.964558	0.605581	-0.011676	1.815768
63.742252	731.979239	0.610586	-0.011726	1.820671
64.129455	737.994502	0.615590	-0.011800	1.825596
64.383757	744.021789	0.620595	-0.011850	1.830481
64.698952	750.028770	0.625600	-0.011910	1.835354
64.916208	756.036668	0.630605	-0.011952	1.840187
65.228860	762.074357	0.635610	-0.012013	1.845057
65.491981	768.053276	0.640614	-0.012063	1.849855
65.903856	774.093246	0.645619	-0.012142	1.854728
66.062803	780.103597	0.650624	-0.012174	1.859497
66.336274	786.123842	0.655629	-0.012226	1.864292
66.516990	792.142004	0.660634	-0.012262	1.869048
66.881067	798.124045	0.665638	-0.012332	1.873814
67.208030	804.147704	0.670643	-0.012394	1.878589
67.753099	810.120663	0.675648	-0.012498	1.883372
68.135876	816.165161	0.680653	-0.012571	1.888154
68.375545	822.209695	0.685658	-0.012618	1.892886
