Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	2.063042	0.000000	-0.007250	1.076426
0.831644	4.981475	0.005005	-0.007407	1.080794
1.945064	9.524084	0.010010	-0.007617	1.087469
3.050251	15.219118	0.015014	-0.007826	1.095636
4.126075	21.185781	0.020019	-0.008029	1.104087
4.936330	27.279297	0.025024	-0.008183	1.112512
5.692182	33.340050	0.030029	-0.008326	1.120804
6.421568	39.392283	0.035034	-0.008464	1.129012
7.213272	45.425573	0.040038	-0.008614	1.137165
7.876229	51.481841	0.045043	-0.008740	1.145228
8.411070	57.544460	0.050048	-0.008842	1.153184
9.150320	63.565919	0.055053	-0.008982	1.161127
9.689666	69.618422	0.060058	-0.009085	1.168963
10.311300	75.657643	0.065062	-0.009203	1.176768
10.873005	81.701360	0.070067	-0.009310	1.184500
11.389422	87.745628	0.075072	-0.009409	1.192161
11.986851	93.759443	0.080077	-0.009522	1.199773
12.547789	99.807698	0.085082	-0.009629	1.207361
13.168928	105.818694	0.090086	-0.009747	1.214884
13.774709	111.879028	0.095091	-0.009862	1.222413
14.241774	117.910156	0.100096	-0.009951	1.229800
14.755410	123.951483	0.105101	-0.010049	1.237175
15.101720	130.015818	0.110106	-0.010116	1.244462
15.619620	136.026451	0.115110	-0.010214	1.251716
16.146838	142.027167	0.120115	-0.010315	1.258921
16.618156	148.083508	0.125120	-0.010405	1.266125
17.108701	154.104775	0.130125	-0.010498	1.273256
17.659559	160.133038	0.135130	-0.010603	1.280380
17.957908	166.194450	0.140134	-0.010661	1.287398
18.430388	172.219887	0.145139	-0.010751	1.294409
18.809655	178.265188	0.150144	-0.010823	1.301366
19.180437	184.312370	0.155149	-0.010894	1.308285
19.650994	190.288219	0.160154	-0.010984	1.315128
20.212462	196.284890	0.165158	-0.011091	1.321994
20.747859	202.313065	0.170163	-0.011193	1.328850
21.242389	208.364660	0.175168	-0.011287	1.335679
21.806000	214.362667	0.180173	-0.011394	1.342443
22.373597	220.393773	0.185178	-0.011502	1.349210
22.770100	226.449001	0.190182	-0.011578	1.355902
23.256773	232.461141	0.195187	-0.011671	1.362550
23.582628	238.511443	0.200192	-0.011734	1.369144
24.113669	244.516190	0.205197	-0.011835	1.375736
24.429432	250.560783	0.210202	-0.011896	1.382257
24.919157	256.564570	0.215206	-0.011989	1.388771
25.244408	262.605563	0.220211	-0.012052	1.395230
25.845705	268.591393	0.225216	-0.012166	1.401706
25.994533	274.674851	0.230221	-0.012195	1.408084
26.564804	280.649973	0.235226	-0.012304	1.414479
26.910830	286.697281	0.240230	-0.012370	1.420835
27.347406	292.700200	0.245235	-0.012454	1.427151
27.892729	298.701809	0.250240	-0.012557	1.433478
28.267255	304.769003	0.255245	-0.012629	1.439780
28.734350	310.762932	0.260250	-0.012718	1.446015
29.280903	316.773984	0.265254	-0.012822	1.452269
29.840427	322.795332	0.270259	-0.012929	1.458511
30.261225	328.850691	0.275264	-0.013009	1.464710
30.594128	334.864554	0.280269	-0.013073	1.470810
30.965457	340.886738	0.285274	-0.013144	1.476907
31.195256	346.939356	0.290278	-0.013189	1.482959
31.664828	352.922935	0.295283	-0.013279	1.489003
31.901162	358.972385	0.300288	-0.013325	1.495004
32.332001	364.978267	0.305293	-0.013407	1.501008
32.658951	370.987083	0.310298	-0.013470	1.506953
33.095456	377.008955	0.315302	-0.013553	1.512926
33.543605	383.018267	0.320307	-0.013639	1.518867
33.940369	389.052696	0.325312	-0.013715	1.524792
34.252116	395.082307	0.330317	-0.013775	1.530659
34.734325	401.073973	0.335322	-0.013867	1.536526
34.962591	407.135479	0.340326	-0.013911	1.542351
35.845521	413.048587	0.345331	-0.014078	1.548235
36.209262	419.137433	0.350336	-0.014148	1.554086
36.637325	425.163665	0.355341	-0.014230	1.559879
37.149629	431.138253	0.360346	-0.014327	1.565630
37.441420	437.234337	0.365350	-0.014383	1.571399
37.659341	443.250122	0.370355	-0.014426	1.577049
38.068681	449.245352	0.375360	-0.014504	1.582722
38.344302	455.266579	0.380365	-0.014557	1.588355
38.603078	461.312228	0.385370	-0.014607	1.593985
38.974103	467.293704	0.390374	-0.014679	1.599573
39.173755	473.339297	0.395379	-0.014717	1.605144
39.448791	479.350819	0.400384	-0.014771	1.610689
39.896523	485.355480	0.405389	-0.014856	1.616265
40.115017	491.395209	0.410394	-0.014899	1.621779
40.579499	497.374929	0.415398	-0.014987	1.627299
40.663920	503.433049	0.420403	-0.015005	1.632750
40.945354	509.457777	0.425408	-0.015059	1.638216
41.232292	515.433778	0.430413	-0.015114	1.643621
41.495541	521.492795	0.435418	-0.015165	1.649075
41.863855	527.454886	0.440422	-0.015236	1.654458
42.185834	533.517103	0.445427	-0.015298	1.659897
42.357042	539.520366	0.450432	-0.015331	1.665219
42.759957	545.528481	0.455437	-0.015408	1.670601
42.905381	551.566971	0.460442	-0.015437	1.675912
43.398210	557.538354	0.465446	-0.015531	1.681255
43.610530	563.597731	0.470451	-0.015572	1.686571
43.996809	569.599177	0.475456	-0.015646	1.691874
44.056169	575.652283	0.480461	-0.015659	1.697104
44.432740	581.632439	0.485466	-0.015731	1.702353
44.629228	587.651638	0.490470	-0.015769	1.707564
44.879933	593.671680	0.495475	-0.015818	1.712776
45.088673	599.685514	0.500480	-0.015859	1.717954
45.499620	605.684544	0.505485	-0.015937	1.723165
45.663928	611.725548	0.510490	-0.015970	1.728322
46.064417	617.715069	0.515494	-0.016046	1.733490
46.254714	623.757158	0.520499	-0.016083	1.738625
46.696211	629.744358	0.525504	-0.016168	1.743772
46.649238	635.804964	0.530509	-0.016160	1.748823
47.005118	641.798382	0.535514	-0.016229	1.753920
47.279496	647.791484	0.540518	-0.016282	1.758979
47.657784	653.810286	0.545523	-0.016354	1.764075
47.773407	659.844893	0.550528	-0.016377	1.769093
48.079405	665.861742	0.555533	-0.016436	1.774136
48.219435	671.875493	0.560538	-0.016464	1.779116
48.645575	677.861221	0.565542	-0.016545	1.784140
48.702942	683.913120	0.570547	-0.016558	1.789099
49.160244	689.881272	0.575552	-0.016645	1.794090
49.320925	695.926909	0.580557	-0.016677	1.799045
49.651973	701.928318	0.585562	-0.016740	1.804000
49.758334	707.973319	0.590566	-0.016762	1.808912
50.097899	713.961968	0.595571	-0.016827	1.813831
50.298088	719.974535	0.600576	-0.016866	1.818718
50.561055	725.990791	0.605581	-0.016917	1.823611
50.618747	732.042729	0.610586	-0.016929	1.828463
51.073561	737.994512	0.615590	-0.017016	1.833332
51.180793	744.063974	0.620595	-0.017038	1.838185
51.559328	750.028878	0.625600	-0.017110	1.843018
51.595639	756.083607	0.630605	-0.017118	1.847815
51.953136	762.062749	0.635610	-0.017187	1.852628
52.199417	768.100552	0.640614	-0.017235	1.857444
