Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	2.008452	0.000000	-0.009363	1.081969
2.803777	4.528294	0.005005	-0.009890	1.086754
6.963150	8.745565	0.010010	-0.010671	1.094452
11.401760	14.378485	0.015014	-0.011505	1.104105
14.457865	20.653736	0.020019	-0.012080	1.113848
15.960713	27.069710	0.025024	-0.012364	1.122945
17.139891	33.252347	0.030029	-0.012587	1.131514
18.155819	39.345873	0.035034	-0.012779	1.139827
19.300655	45.370584	0.040038	-0.012995	1.148052
20.021517	51.492083	0.045043	-0.013132	1.156144
20.825282	57.546234	0.050048	-0.013284	1.164133
21.618701	63.574474	0.055053	-0.013435	1.172030
22.284920	69.653833	0.060058	-0.013561	1.179879
22.819484	75.702177	0.065062	-0.013663	1.187579
23.398050	81.744276	0.070067	-0.013773	1.195242
23.824664	87.794795	0.075072	-0.013855	1.202798
24.437172	93.820391	0.080077	-0.013971	1.210358
24.983065	99.843869	0.085082	-0.014075	1.217840
25.436530	105.907290	0.090086	-0.014162	1.225283
25.798000	111.953832	0.095091	-0.014231	1.232621
26.343060	117.963458	0.100096	-0.014335	1.239951
26.672963	124.004698	0.105101	-0.014398	1.247183
27.278024	130.014909	0.110106	-0.014513	1.254454
27.707635	136.064389	0.115110	-0.014595	1.261654
28.072590	142.115150	0.120115	-0.014665	1.268787
28.402441	148.136928	0.125120	-0.014728	1.275833
28.851049	154.167487	0.130125	-0.014814	1.282899
29.175407	160.194851	0.135130	-0.014877	1.289871
29.912184	166.169805	0.140134	-0.015016	1.296916
30.132749	172.319735	0.145139	-0.015059	1.303907
30.452137	178.306009	0.150144	-0.015121	1.310720
30.907254	184.284877	0.155149	-0.015207	1.317543
31.486630	190.304432	0.160154	-0.015318	1.324426
31.841146	196.351262	0.165158	-0.015386	1.331213
32.262530	202.380110	0.170163	-0.015466	1.337973
32.497092	208.423663	0.175168	-0.015512	1.344641
32.990947	214.425947	0.180173	-0.015606	1.351333
33.137352	220.484030	0.185178	-0.015635	1.357916
33.592199	226.495611	0.190182	-0.015722	1.364537
34.038166	232.478559	0.195187	-0.015807	1.371093
34.507427	238.540295	0.200192	-0.015896	1.377709
34.751341	244.583389	0.205197	-0.015944	1.384188
35.159134	250.584177	0.210202	-0.016022	1.390654
35.619243	256.572581	0.215206	-0.016110	1.397097
36.260803	262.588606	0.220211	-0.016231	1.403608
36.482813	268.667565	0.225216	-0.016275	1.409996
36.936209	274.665453	0.230221	-0.016361	1.416358
37.251231	280.690312	0.235226	-0.016422	1.422668
37.741791	286.716415	0.240230	-0.016515	1.429016
37.992859	292.746823	0.245235	-0.016564	1.435252
38.272674	298.791299	0.250240	-0.016618	1.441486
38.560647	304.795598	0.255245	-0.016673	1.447655
38.971111	310.816053	0.260250	-0.016752	1.453859
39.244609	316.840755	0.265254	-0.016805	1.459991
39.588721	322.866397	0.270259	-0.016871	1.466124
39.844744	328.875720	0.275264	-0.016920	1.472183
40.331808	334.886433	0.280269	-0.017013	1.478301
40.603908	340.926945	0.285274	-0.017066	1.484346
40.930507	346.935245	0.290278	-0.017128	1.490355
41.179781	352.971169	0.295283	-0.017177	1.496340
41.496502	358.994032	0.300288	-0.017238	1.502311
41.846300	365.000372	0.305293	-0.017305	1.508254
42.123477	371.035026	0.310298	-0.017358	1.514176
42.432321	377.037739	0.315302	-0.017418	1.520055
42.971189	383.010796	0.320307	-0.017520	1.525961
43.448268	389.063656	0.325312	-0.017611	1.531900
43.825945	395.087382	0.330317	-0.017684	1.537754
44.200263	401.114619	0.335322	-0.017755	1.543588
44.665312	407.122608	0.340326	-0.017844	1.549412
44.853514	413.161363	0.345331	-0.017881	1.555150
45.215478	419.178253	0.350336	-0.017950	1.560905
45.482111	425.184930	0.355341	-0.018002	1.566597
45.873780	431.219108	0.360346	-0.018077	1.572336
46.127022	437.241589	0.365350	-0.018126	1.577997
46.532944	443.251371	0.370355	-0.018204	1.583676
46.765178	449.276218	0.375360	-0.018249	1.589292
47.087397	455.284919	0.380365	-0.018311	1.594903
47.458792	461.291468	0.385370	-0.018382	1.600508
47.860150	467.307126	0.390374	-0.018459	1.606111
48.201821	473.335823	0.395379	-0.018524	1.611687
48.574840	479.362519	0.400384	-0.018596	1.617252
48.807655	485.385702	0.405389	-0.018641	1.622749
49.265762	491.383666	0.410394	-0.018728	1.628278
49.531248	497.402385	0.415398	-0.018780	1.633745
50.065029	503.398955	0.420403	-0.018881	1.639258
50.192667	509.455126	0.425408	-0.018907	1.644678
50.443367	515.478680	0.430413	-0.018955	1.650090
50.862559	521.460403	0.435418	-0.019035	1.655500
51.249056	527.493460	0.440422	-0.019109	1.660927
51.453565	533.522087	0.445427	-0.019149	1.666277
51.748024	539.521400	0.450432	-0.019206	1.671611
52.052364	545.559259	0.455437	-0.019265	1.676964
52.278346	551.588212	0.460442	-0.019308	1.682269
52.465339	557.592693	0.465446	-0.019345	1.687524
52.776363	563.598820	0.470451	-0.019405	1.692802
53.173014	569.600648	0.475456	-0.019481	1.698085
53.397972	575.637476	0.480461	-0.019524	1.703330
53.711045	581.642601	0.485466	-0.019585	1.708559
54.045340	587.660559	0.490470	-0.019649	1.713788
54.509791	593.648761	0.495475	-0.019738	1.719016
54.885697	599.674671	0.500480	-0.019810	1.724233
54.930170	605.759587	0.505485	-0.019819	1.729385
55.359739	611.688980	0.510490	-0.019902	1.734505
55.428720	617.775037	0.515494	-0.019916	1.739635
55.831918	623.735905	0.520499	-0.019993	1.744744
55.839379	629.810210	0.525504	-0.019996	1.749816
56.282376	635.764035	0.530509	-0.020081	1.754901
56.435444	641.811702	0.535514	-0.020111	1.759964
56.676560	647.817955	0.540518	-0.020158	1.765004
57.012087	653.828865	0.545523	-0.020222	1.770060
57.340552	659.846593	0.550528	-0.020285	1.775106
57.489797	665.880283	0.555533	-0.020315	1.780099
57.880716	671.852777	0.560538	-0.020389	1.785097
58.095961	677.892342	0.565542	-0.020431	1.790085
58.497734	683.888768	0.570547	-0.020508	1.795078
58.916821	689.866305	0.575552	-0.020588	1.800046
59.371087	695.933240	0.580557	-0.020675	1.805082
59.431982	701.965683	0.585562	-0.020688	1.809966
59.761408	707.955099	0.590566	-0.020751	1.814878
59.996978	713.978544	0.595571	-0.020797	1.819777
60.238154	719.999187	0.600576	-0.020844	1.824662
60.442441	725.994305	0.605581	-0.020884	1.829504
60.902009	731.998651	0.610586	-0.020971	1.834411
61.054239	738.045439	0.615590	-0.021001	1.839253
61.400817	744.039679	0.620595	-0.021068	1.844095
61.511303	750.071143	0.625600	-0.021090	1.848888
61.938673	756.060718	0.630605	-0.021172	1.853723
62.070669	762.104740	0.635610	-0.021198	1.858507
62.395986	768.085123	0.640614	-0.021261	1.863282
62.536770	774.137775	0.645619	-0.021288	1.868050
62.783611	780.120713	0.650624	-0.021336	1.872781
63.196279	786.121007	0.655629	-0.021415	1.877558
63.516122	792.142297	0.660634	-0.021477	1.882315
63.638274	798.188787	0.665638	-0.021501	1.887025
63.824946	804.189688	0.670643	-0.021538	1.891706
64.134604	810.187221	0.675648	-0.021597	1.896406
64.476835	816.195029	0.680653	-0.021663	1.901110
64.521787	822.252293	0.685658	-0.021673	1.905762
64.804342	828.209874	0.690662	-0.021727	1.910389
