Fri Jan 13 17:27:19 2023

Number of Points = 3000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-4.487561	0.968594	0.000000	-0.082529	1.258154
0.000000	4.465334	0.005005	-0.083372	1.264037
4.309258	9.273015	0.010010	-0.084182	1.271308
8.849879	15.153555	0.015014	-0.085035	1.279844
12.847993	21.228734	0.020019	-0.085787	1.288318
16.097934	27.478688	0.025024	-0.086398	1.296627
18.783664	33.664220	0.030029	-0.086904	1.304583
20.929102	39.782698	0.035034	-0.087308	1.312199
22.827788	45.851524	0.040038	-0.087666	1.319619
24.529728	51.958979	0.045043	-0.087986	1.326960
25.625561	58.070510	0.050048	-0.088194	1.334027
26.916452	64.122803	0.055053	-0.088437	1.341069
27.825401	70.167480	0.060058	-0.088609	1.347917
29.096444	76.170525	0.065062	-0.088849	1.354825
29.896193	82.263024	0.070067	-0.089001	1.361612
31.046016	88.241787	0.075072	-0.089218	1.368378
31.593870	94.360234	0.080077	-0.089322	1.375029
32.699261	100.321228	0.085082	-0.089531	1.381694
33.106160	106.437752	0.090086	-0.089609	1.388225
33.989731	112.407567	0.095091	-0.089777	1.394752
34.456524	118.487515	0.100096	-0.089866	1.401207
35.220962	124.467157	0.105101	-0.090011	1.407640
35.697601	130.532432	0.110106	-0.090101	1.414024
36.257580	136.564111	0.115110	-0.090208	1.420376
36.634393	142.587828	0.120115	-0.090280	1.426624
37.576766	148.520347	0.125120	-0.090459	1.432959
38.193045	154.599461	0.130125	-0.090576	1.439295
38.919538	160.609880	0.135130	-0.090713	1.445573
39.330709	166.681061	0.140134	-0.090792	1.451772
40.002418	172.678072	0.145139	-0.090920	1.457964
40.507967	178.703320	0.150144	-0.091016	1.464098
41.125518	184.724422	0.155149	-0.091133	1.470242
41.496856	190.759719	0.160154	-0.091205	1.476288
42.120933	196.760363	0.165158	-0.091323	1.482363
42.488347	202.813673	0.170163	-0.091394	1.488375
43.149567	208.800372	0.175168	-0.091519	1.494401
