Tue Nov 22 17:00:56 2022

Number of Points = 4300
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.157367	0.000000	-0.000080	0.460104

-0.081240	-0.198573	0.009997	-0.000064	0.459869
-0.014112	-0.296046	0.019994	-0.000077	0.459633
-0.165383	-0.311471	0.029990	-0.000049	0.459396
-0.188234	-0.375796	0.039987	-0.000045	0.459157
-0.331371	-0.418106	0.049984	-0.000018	0.458841
-0.312617	-0.496014	0.059981	-0.000022	0.458609
-0.242457	-0.592348	0.069978	-0.000035	0.458380
-0.011859	-0.746589	0.079974	-0.000078	0.458159
-0.200718	-0.733226	0.089971	-0.000043	0.457969
-0.136657	-0.857707	0.099968	-0.000055	0.457639
-0.297134	-0.869061	0.109965	-0.000025	0.457403
-0.285159	-0.947432	0.119962	-0.000028	0.457160
-0.403393	-0.975480	0.129958	-0.000006	0.456921
-0.371816	-1.058402	0.139955	-0.000012	0.456687
-0.481782	-1.115522	0.149952	0.000009	0.456362
-0.254138	-1.272652	0.159949	-0.000034	0.456127
-0.451553	-1.270156	0.169946	0.000003	0.455889
-0.435392	-1.347493	0.179942	-0.000000	0.455654
-0.546552	-1.374882	0.189939	0.000020	0.455425
-0.500068	-1.486105	0.199936	0.000011	0.455116
-0.651526	-1.507120	0.209933	0.000040	0.454857
-0.645610	-1.581798	0.219930	0.000039	0.454617
-0.762530	-1.610452	0.229926	0.000060	0.454377
-0.764417	-1.681323	0.239923	0.000061	0.454140
-1.105071	-1.636699	0.249920	0.000124	0.453862
-1.147173	-1.703069	0.259917	0.000132	0.453589
-1.597614	-1.605374	0.269914	0.000216	0.453349
-1.882232	-1.564612	0.279910	0.000270	0.453129
-2.062678	-1.561195	0.289907	0.000303	0.452914
-2.289927	-1.554543	0.299904	0.000346	0.452651
-2.333928	-1.629253	0.309901	0.000354	0.452347
-2.472997	-1.651912	0.319898	0.000380	0.452098
-2.774350	-1.610622	0.329894	0.000436	0.451857
-2.788796	-1.677432	0.339891	0.000439	0.451616
-2.931818	-1.698804	0.349888	0.000466	0.451365
-3.094096	-1.722204	0.359885	0.000496	0.451083
-3.355050	-1.703064	0.369882	0.000545	0.450818
-3.605282	-1.678726	0.379878	0.000591	0.450585
-3.835843	-1.665160	0.389875	0.000635	0.450339
-4.035963	-1.665898	0.399872	0.000672	0.450085
-4.123352	-1.708610	0.409869	0.000688	0.449832
-4.287398	-1.738307	0.419866	0.000719	0.449525
-4.491256	-1.731849	0.429862	0.000757	0.449289
-4.772821	-1.699539	0.439859	0.000810	0.449042
-4.820587	-1.756544	0.449856	0.000818	0.448790
-5.045524	-1.742029	0.459853	0.000860	0.448555
-5.044140	-1.827392	0.469850	0.000860	0.448270
-5.080870	-1.877074	0.479846	0.000867	0.448057
-5.408891	-1.828159	0.489843	0.000928	0.447805
-5.550460	-1.849656	0.499840	0.000955	0.447554
-5.539489	-1.927097	0.509837	0.000952	0.447307
-5.521512	-2.008308	0.519834	0.000949	0.447057
-5.542336	-2.091296	0.529830	0.000953	0.446751
-5.861243	-2.048877	0.539827	0.001012	0.446488
-5.985524	-2.074041	0.549824	0.001036	0.446245
