Tue Nov 22 16:01:55 2022

Number of Points = 4300
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.055105	0.000000	0.000026	0.451720

0.067575	-0.046395	0.009997	0.000013	0.451465
0.068989	-0.118523	0.019994	0.000013	0.451224
0.043407	-0.180455	0.029990	0.000018	0.450983
0.124447	-0.282725	0.039987	0.000003	0.450742
0.209093	-0.398153	0.049984	-0.000013	0.450461
0.181751	-0.470325	0.059981	-0.000007	0.450183
0.088043	-0.506093	0.069978	0.000011	0.449943
-0.039732	-0.530590	0.079974	0.000035	0.449698
-0.003764	-0.616341	0.089971	0.000028	0.449454
0.020604	-0.700686	0.099968	0.000024	0.449200
-0.034135	-0.771765	0.109965	0.000034	0.448891
-0.041501	-0.839580	0.119962	0.000036	0.448652
-0.081993	-0.894062	0.129958	0.000044	0.448416
-0.147784	-0.936531	0.139955	0.000056	0.448188
-0.048035	-1.033573	0.149952	0.000037	0.447986
0.032453	-1.154354	0.159949	0.000023	0.447680
0.058228	-1.243561	0.169946	0.000018	0.447411
0.179889	-1.363257	0.179942	-0.000005	0.447161
0.002301	-1.367701	0.189939	0.000029	0.446918
-0.061345	-1.416967	0.199936	0.000041	0.446669
-0.024013	-1.505608	0.209933	0.000034	0.446416
-0.108629	-1.562792	0.219930	0.000050	0.446113
-0.017314	-1.670676	0.229926	0.000033	0.445863
0.049400	-1.765702	0.239923	0.000021	0.445625
-0.049642	-1.802451	0.249920	0.000040	0.445373
-0.023629	-1.887377	0.259917	0.000035	0.445117
-0.214560	-1.891208	0.269914	0.000071	0.444858
-0.220572	-1.979534	0.279910	0.000072	0.444549
-0.236953	-2.043858	0.289907	0.000075	0.444309
-0.221790	-2.123868	0.299904	0.000073	0.444055
-0.127241	-2.232427	0.309901	0.000055	0.443806
-0.132704	-2.301027	0.319898	0.000056	0.443564
-0.386291	-2.282571	0.329894	0.000104	0.443300
-0.235617	-2.413689	0.339891	0.000076	0.443045
-0.514432	-2.384514	0.349888	0.000128	0.442785
-0.320673	-2.531971	0.359885	0.000092	0.442530
-0.410063	-2.571784	0.369882	0.000109	0.442278
-0.388070	-2.654622	0.379878	0.000105	0.442022
-0.527969	-2.679717	0.389875	0.000132	0.441755
-0.481123	-2.785532	0.399872	0.000123	0.441452
-0.837086	-2.724008	0.409869	0.000190	0.441202
-0.966940	-2.747021	0.419866	0.000215	0.440954
-1.328460	-2.682313	0.429862	0.000283	0.440707
-1.387251	-2.731243	0.439859	0.000294	0.440462
-1.746743	-2.675653	0.449856	0.000361	0.440187
-1.968376	-2.677650	0.459853	0.000403	0.439892
-2.153051	-2.682287	0.469850	0.000438	0.439635
