Tue Nov 22 16:46:35 2022

Number of Points = 4300
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.036738	0.000000	0.000012	0.458308

-0.056345	-0.078971	0.009997	0.000023	0.458099
-0.204606	-0.084522	0.019994	0.000051	0.457897
-0.335288	-0.119013	0.029990	0.000075	0.457621
-0.101287	-0.296572	0.039987	0.000031	0.457327
-0.023208	-0.398454	0.049984	0.000016	0.457088
-0.019787	-0.470878	0.059981	0.000016	0.456854
-0.204079	-0.473268	0.069978	0.000050	0.456616
-0.133170	-0.578661	0.079974	0.000037	0.456357
-0.260104	-0.620852	0.089971	0.000061	0.456059
-0.118891	-0.746071	0.099968	0.000034	0.455821
-0.160854	-0.800818	0.109965	0.000042	0.455588
-0.060693	-0.908834	0.119962	0.000023	0.455356
-0.236076	-0.919502	0.129958	0.000056	0.455101
-0.076511	-1.069550	0.139955	0.000026	0.454803
-0.223295	-1.090417	0.149952	0.000053	0.454551
-0.267890	-1.145103	0.159949	0.000061	0.454314
-0.264576	-1.218489	0.169946	0.000061	0.454074
-0.205982	-1.314070	0.179942	0.000050	0.453830
-0.269897	-1.373146	0.189939	0.000062	0.453554
-0.277807	-1.451219	0.199936	0.000063	0.453285
-0.377353	-1.476251	0.209933	0.000082	0.453077
-0.359877	-1.552252	0.219930	0.000078	0.452846
-0.424335	-1.604422	0.229926	0.000090	0.452591
-0.522932	-1.645885	0.239923	0.000109	0.452329
-0.720705	-1.660643	0.249920	0.000146	0.452031
-0.606039	-1.774810	0.259917	0.000124	0.451795
-0.786633	-1.780350	0.269914	0.000158	0.451549
-0.786104	-1.854301	0.279910	0.000158	0.451303
-0.920867	-1.875214	0.289907	0.000183	0.451063
-1.079609	-1.904999	0.299904	0.000213	0.450763
-1.335819	-1.880940	0.309901	0.000261	0.450521
-1.409230	-1.927627	0.319898	0.000274	0.450272
-1.570163	-1.941774	0.329894	0.000304	0.450021
-1.789532	-1.932280	0.339891	0.000346	0.449776
-1.981844	-1.938949	0.349888	0.000382	0.449510
-2.268846	-1.916002	0.359885	0.000435	0.449224
-2.440518	-1.926409	0.369882	0.000467	0.448972
-2.582449	-1.946007	0.379878	0.000494	0.448726
-2.701647	-1.970659	0.389875	0.000516	0.448492
-2.956067	-1.945731	0.399872	0.000564	0.448254
-3.101613	-1.960834	0.409869	0.000591	0.448018
-3.181265	-2.013400	0.419866	0.000606	0.447740
-3.308414	-2.038857	0.429862	0.000630	0.447493
-3.434996	-2.064521	0.439859	0.000653	0.447246
-3.372307	-2.161651	0.449856	0.000642	0.446998
-3.630000	-2.138530	0.459853	0.000690	0.446748
-3.668257	-2.218782	0.469850	0.000697	0.446429
-3.916248	-2.198059	0.479846	0.000743	0.446183
-3.796875	-2.315785	0.489843	0.000721	0.445937
-4.197720	-2.235779	0.499840	0.000796	0.445696
-4.187050	-2.309531	0.509837	0.000794	0.445461
-4.713700	-2.196395	0.519834	0.000893	0.445171
-4.762554	-2.262523	0.529830	0.000902	0.444885
-4.974664	-2.255297	0.539827	0.000941	0.444638
-5.061195	-2.294952	0.549824	0.000958	0.444393
-5.518941	-2.195457	0.559821	0.001043	0.444145
-5.519038	-2.270952	0.569818	0.001043	0.443888
-6.093947	-2.135883	0.579814	0.001151	0.443610
-6.052282	-2.232692	0.589811	0.001143	0.443335
-6.282032	-2.210097	0.599808	0.001186	0.443117
-6.089336	-2.354260	0.609805	0.001150	0.442874
-6.268676	-2.364007	0.619802	0.001184	0.442610
-6.413618	-2.383181	0.629798	0.001211	0.442359
-6.590635	-2.402378	0.639795	0.001244	0.442065
-6.538733	-2.500185	0.649792	0.001234	0.441799
-6.789282	-2.482616	0.659789	0.001281	0.441536
-6.834969	-2.538174	0.669786	0.001289	0.441287
-7.111646	-2.505503	0.679782	0.001341	0.441042
-7.354568	-2.487097	0.689779	0.001387	0.440792
-7.526334	-2.502397	0.699776	0.001419	0.440518
-7.688490	-2.526963	0.709773	0.001449	0.440224
-7.985595	-2.488582	0.719770	0.001505	0.439972
-8.036231	-2.543434	0.729766	0.001514	0.439719
-8.362456	-2.492776	0.739763	0.001575	0.439470
-8.440638	-2.535505	0.749760	0.001590	0.439222
-8.746514	-2.503712	0.759757	0.001647	0.438935
-8.832805	-2.552979	0.769754	0.001663	0.438654
-9.043695	-2.546130	0.779750	0.001703	0.438404
-8.961880	-2.639922	0.789747	0.001687	0.438188
-9.206319	-2.615717	0.799744	0.001733	0.437954
-9.302525	-2.656578	0.809741	0.001751	0.437688
-9.447707	-2.678282	0.819738	0.001778	0.437425
-9.555430	-2.728562	0.829734	0.001798	0.437111
-9.809536	-2.704291	0.839731	0.001846	0.436864
-9.804958	-2.781457	0.849728	0.001845	0.436604
-10.135139	-2.732079	0.859725	0.001907	0.436344
-10.165323	-2.793796	0.869722	0.001913	0.436092
-10.545796	-2.722266	0.879718	0.001984	0.435843
-10.640660	-2.770161	0.889715	0.002002	0.435553
-10.679921	-2.836852	0.899712	0.002009	0.435271
-10.896056	-2.829851	0.909709	0.002049	0.435013
-11.049440	-2.845761	0.919706	0.002078	0.434757
-11.473998	-2.759765	0.929702	0.002158	0.434500
-11.422954	-2.852211	0.939699	0.002148	0.434246
-11.788973	-2.794877	0.949696	0.002217	0.433965
-11.783978	-2.880511	0.959693	0.002216	0.433674
-12.304239	-2.755438	0.969690	0.002313	0.433426
-12.184217	-2.866335	0.979686	0.002290	0.433198
-12.506403	-2.814493	0.989683	0.002351	0.432955
-12.401493	-2.931265	0.999680	0.002331	0.432687
-12.587484	-2.935680	1.009677	0.002366	0.432427
-12.666716	-2.989215	1.019674	0.002381	0.432136
-12.883476	-2.987909	1.029670	0.002421	0.431855
-13.131918	-2.969865	1.039667	0.002468	0.431590
-13.411360	-2.939765	1.049664	0.002520	0.431327
-13.616513	-2.936601	1.059661	0.002558	0.431067
-13.715658	-2.971085	1.069658	0.002577	0.430816
-13.809351	-3.007216	1.079654	0.002595	0.430566
-13.934257	-3.049862	1.089651	0.002618	0.430251
-14.223175	-3.019039	1.099648	0.002672	0.429977
-14.425665	-3.017400	1.109645	0.002710	0.429715
